3.485662480099286853e+01 2.842222905187688298e+01 3.343666140552289789e+02 1.103485914236842063e+03 3.547972577137550161e+02 6.654484408094468506e+01 3.142978832669508620e+02 3.330702334233324535e+01 5.828840392793902083e+02 2.932591762555633963e+01 1.545979063296176150e+02 6.597314400144923638e+02 5.193889444460378400e+02 6.031109046838286076e+02 1.752588845578054020e+02 7.422870752590471000e+01 2.412962710242394593e+01 4.152092443648569287e+01 7.318484841655991602e+01 4.241825321312354902e+01 3.691528642936793858e+01 2.376565553546777920e+01 6.928522101391148453e+02 3.565413361160530030e+02 7.158719011159137153e+02 2.672200323736385741e+01 1.019902786504693211e+02 2.112880246735405194e+02 1.014828515459741425e+02 3.615686277778276292e+01 1.428601936789284466e+01 7.142117372203145464e+01 6.897669192840443202e+02 2.634595984341623875e+01 2.166609029033829614e+01 3.855229037605408848e+01 6.562583582295418410e+02 4.072121598099420225e+01 4.406081091134394967e+01 3.097590915615108997e+01 3.639215836235389361e+02 3.374210999114131937e+01 3.167282963155453501e+01 3.089456658214523941e+02 9.254036302687033810e+01
4.408159657714023894e+01 5.166920366601986814e+01 3.151175737963155825e+02 8.286760186134517880e+02 4.219935038558074893e+02 8.281441390165532823e+01 2.583771652625483171e+02 2.592112993220611727e+01 5.939577051972593154e+02 2.934547964389811270e+01 1.363951665989090998e+02 7.544178764759478781e+02 5.781499584953817248e+02 5.913910944255082995e+02 6.701039215096426460e+01 1.127909338189826371e+02 5.068842610850603592e+01 5.930447326253362661e+01 3.867303138229389958e+01 3.173637032639139832e+01 6.787329616019434297e+01 5.011238698354360821e+01 7.787871015262918490e+02 3.759949312979496199e+02 2.044781626811937940e+02 5.540243247091969181e+01 1.775576276513651806e+02 2.173722830046546619e+02 3.015987204886052453e+01 4.638264376687213542e+01 3.620196369931959168e+01 7.651520899909685625e+01 6.552450626382354812e+02 6.867272850282623153e+01 4.953808268106270418e+01 3.143136804797599027e+01 6.979380791401869146e+02 1.305147382687218851e+02 3.549377788467884898e+01 4.448822275007883320e+01 4.042144327319435320e+02 5.131282452881870881e+01 2.583810647678696881e+01 2.293517136709022850e+02 1.599230280339018151e+01
3.860883095058326120e+01 4.394101886250912514e+01 3.203557935344767316e+02 2.215290382182503777e+02 3.838669231388581125e+02 5.084371110778356240e+01 2.685187515954236233e+02 5.091340219853498184e+01 6.513490521818790739e+02 2.589926241616747760e+01 1.879611271394639118e+02 8.926492418085078953e+02 4.371169316197676835e+02 5.653612189451841914e+02 3.676407193853592759e+01 8.229131864968438492e+01 6.574079739777822340e+01 7.147337884079715309e+01 1.081524835063879380e+02 2.559917894304501473e+01 9.207863090683764540e+01 3.263095345719298024e+01 6.792985259212667870e+02 2.625247007531161216e+02 6.849189457972069306e+01 3.452033128658581518e+01 1.150562078689756618e+02 2.163956968914974937e+02 3.915539306771240291e+01 4.457549451577514077e+01 4.932985973741506314e+01 2.543127581756085931e+01 6.474991974650201882e+02 3.327075343034199051e+01 7.313298565949628482e+01 5.312405889107103008e+01 7.134766863037211806e+02 1.662538168788036046e+02 1.067980635647955268e+02 5.757325814201300318e+01 3.669307154817143442e+02 3.467781191518216843e+01 3.549043987073237361e+01 2.085580350293417098e+02 5.003518758506295683e+01
1.720629077971508281e+01 4.998934277121124126e+01 2.831402503004786126e+02 1.482325125233902838e+02 4.093083447255460214e+02 2.582490004496962399e+01 2.682520074715999954e+02 1.995140466617088038e+01 5.855744368359787586e+02 3.728474137374232100e+01 1.474165282506424148e+02 8.755354876995700124e+02 4.122437573828855193e+02 5.436538556009704735e+02 1.929093978019055911e+01 8.652955372620094465e+01 6.059441222727122067e+01 8.934837554913966073e+01 2.590855843237183009e+01 3.322492429922061774e+01 1.825811362129612192e+01 2.537588823979304564e+01 7.148142091455604259e+02 1.949009997634415114e+01 3.152474375288865716e+01 7.114430266745898734e+01 1.120671741110589323e+02 2.399938852712462278e+02 4.478767442397842302e+01 4.072306311404753387e+01 8.425718799349367316e+01 4.919685225198871592e+01 7.589454473885812149e+02 2.676055375896057598e+01 1.145088994598467309e+02 2.069987903655184525e+01 7.237909837832737594e+02 1.623082631935955646e+02 5.948932693467995847e+01 2.270491314898091773e+01 3.658707193391205692e+02 5.772582806024675506e+01 4.574397717245271622e+01 9.400885614749915931e+01 2.668702240903995815e+01
2.665763910872763276e+01 3.950176695949845396e+01 3.120058596746136459e+02 7.234897649533365893e+01 3.991149453270851382e+02 2.992097244582529925e+01 2.680099275268311203e+02 4.789558915588301602e+01 6.416964667021204605e+02 2.479607438020611454e+01 1.356290233843479598e+02 9.200762656488922175e+02 3.565434424050123994e+02 6.479162689930010401e+02 4.644384441874075264e+01 5.639030906593408332e+01 4.000172920607692362e+01 7.251603622262703652e+01 7.810679438945423669e+01 3.733508292157506503e+01 1.141534466273098047e+02 6.874885453974249572e+01 6.949732307936811821e+02 1.088318349985476807e+01 2.811531457018228508e+01 7.853122300595987326e+01 6.684241184136138259e+01 2.455614522486700935e+02 3.945065380928512866e+01 8.477705901226741503e+01 7.560566488481545377e+01 1.544222584400749554e+02 9.762234733956483979e+02 5.605096467925185522e+01 6.068570042748739013e+01 5.040490039589161597e+01 6.698573250516215012e+02 2.225679149245553958e+02 2.148998890986223387e+01 2.649453285856665019e+01 3.527728783639029189e+02 4.409202484946947465e+01 2.776737384957473509e+01 3.717891727226280807e+01 5.679090341688787902e+01
4.142916216578876032e+01 4.990058853623728652e+01 3.498808514725385521e+02 1.646305323220794889e+02 3.909475598730188608e+02 8.271012959055750002e+01 2.801996147620904480e+02 3.884543962327218480e+01 5.769561370883720883e+02 4.904848500026766089e+01 1.463560105280564017e+02 9.448107951540383738e+02 5.667287325591038183e+01 6.532669172183866522e+02 4.965638329690278141e+01 2.914343001885313100e+01 3.368107669100794510e+01 2.608271289220644462e+01 3.235899176253315801e+01 7.477459391207659678e+01 2.974854474038629704e+01 5.263825240023722785e+01 7.042058395571867777e+02 3.809903550001773453e+01 4.034738773564984626e+01 9.831492817178090604e+01 5.967101858309963092e+01 2.660995977810433715e+02 7.189745808587974807e+01 1.073985200672066185e+02 1.814758146867799837e+01 2.645858849086755527e+01 9.446500244174046657e+02 1.753988735958161982e+01 4.198428654876805410e+01 2.904677829070953266e+01 6.966228530753268160e+02 1.957017720828201846e+02 7.290681158497255865e+01 6.923127183788554362e+01 3.432045550437538282e+02 3.266800051263614790e+01 5.337060245012771276e+01 4.929608309687241530e+01 1.534176627790841962e+02
2.920134190364053950e+01 8.749187491501768932e+01 2.912538793520489548e+02 7.982502214728694412e+01 3.746336228989309234e+02 4.307111875143632318e+01 2.523108621340120976e+02 4.387482594668873048e+01 5.066585250135372007e+02 6.949390185171502310e+01 1.295977230017064699e+02 8.930606486675658289e+02 4.482744627354515643e+01 6.457094540590453562e+02 2.410568850526492213e+01 8.964303442177784120e+01 6.203963308467216820e+01 3.849484017694682336e+01 2.318430314177714990e+01 5.265319674218112311e+01 8.184198134315327877e+01 5.273791403078288909e+01 8.329483684869086346e+02 4.083129748084240873e+01 1.220267141092905483e+01 6.504480781959190949e+01 7.753625589188216338e+01 2.123822053541726973e+02 5.112588375418667397e+01 2.658955907686815578e+01 2.232752530490923348e+01 3.499443701576011279e+01 9.466178147204212792e+02 4.460718223517688585e+01 3.177131222558517720e+01 5.176665787866830470e+01 6.848722774715600963e+02 1.608122029409092590e+02 3.147187513349649279e+01 3.616886966831791028e+01 3.652824894415414860e+02 2.433247609060638084e+01 9.768281284857158653e+01 3.507239938358833342e+01 2.601514472030309477e+01
2.044694603555754497e+01 3.754582823704850369e+01 2.783049092808196860e+02 4.800667878320028592e+01 3.972409028749590334e+02 8.198089504254816973e+01 2.557134920255119255e+02 4.309718726264645738e+01 9.671981152121054492e+01 3.100308620837557072e+01 1.356571081292625252e+02 8.889988096581826085e+02 1.155045370067671229e+02 6.252793689967933233e+02 6.327019171045958501e+01 2.736228829336795698e+01 5.086120845060641216e+01 3.565639352064427925e+01 7.989982527369635079e+01 8.068493610161017671e+01 5.968047814758732272e+01 1.060035332652701214e+02 8.082210963932303684e+02 7.805001783018285266e+01 6.509414806664143782e+01 6.284621253469047275e+01 1.921148662530688966e+02 2.269441649864387784e+02 3.410926877911843036e+01 3.051798595475465348e+01 4.537796897218773751e+01 2.541862596278986075e+01 9.531436644789038155e+02 4.672033556495633633e+01 5.600277807130644447e+01 3.678249548728078366e+01 7.151393871160425988e+02 1.518100359798112891e+02 4.371210698010403917e+01 4.950363536363941819e+01 3.674152804014053686e+02 3.596058850123230854e+01 1.197273053380618819e+02 3.618077512570439325e+01 6.503712074601833137e+01
5.196280433344907834e+01 1.987967324725083174e+01 3.268780906673965774e+02 3.524713914510495272e+01 3.920504509546755685e+02 5.634352276633361356e+01 2.963921284616137086e+02 3.796379682325306959e+01 2.348801797375212530e+01 5.648811748488931528e+01 1.480007433209055989e+02 8.915603923601726137e+02 3.898181188905726202e+01 5.620085838150561131e+02 2.017561776774429561e+01 2.223798966220276085e+01 5.423108098058354187e+01 2.953066123632294904e+01 3.494574226815556273e+01 5.146878901492461722e+01 8.770332251827808534e+01 3.555133300717286460e+01 7.777650912055059962e+02 3.592016355222223467e+01 6.612891377707576623e+01 1.714574530457335300e+01 3.534939394398936230e+01 2.373780863028354702e+02 5.449422904777411247e+01 2.180945726111894345e+01 1.744113994535126011e+01 3.558397340045685553e+01 9.593902510971507809e+02 1.564105933951623584e+01 1.640220249507765402e+02 4.957844664634399834e+01 6.903925727945489825e+02 1.853002065706605777e+02 5.595865050646953165e+01 6.132140479135483702e+01 3.523815753941026401e+02 9.396761639448124015e+01 1.212437537407417949e+02 6.633063552342382252e+01 1.953130725831517722e+01
2.999048780857432561e+01 2.998921448720063410e+01 2.836533177389016487e+02 7.665524221983142183e+01 4.305081544168612027e+02 6.717035402686033763e+01 3.025063424651916648e+02 2.605810136284749134e+01 3.832378288422818713e+01 4.559161273907854195e+01 1.460429988217157700e+02 9.331745687138304675e+02 5.256380863451935426e+01 5.956654438963169014e+02 3.904440777499011972e+01 1.429322735410076461e+02 2.249899204934589747e+01 4.660056288370577704e+01 2.369547304758954809e+01 1.861407102644749756e+01 3.821141565451175381e+01 3.476379208786040209e+01 7.843066744007294346e+02 5.417313657635713042e+01 4.410075983706992275e+01 4.949405336428837643e+01 2.604640213979487484e+01 2.239610118600439250e+02 7.346763580079428380e+01 8.869977798701147265e+01 5.175114116971791134e+01 1.232959023796521336e+01 1.062460604914585247e+03 4.112261188381921073e+01 1.631127592848247332e+02 5.946312517776136986e+01 7.092662898928558661e+02 1.789465023613169024e+02 3.091031458174103008e+01 3.022024123348178648e+01 3.769844858123033760e+02 6.083349091361552041e+01 1.058896799884196014e+02 4.051745793720959199e+01 2.427386141894876204e+01
