1.713000000000000114e+02 4.697799999999999727e+02 5.607999999999999545e+02 2.104000000000000057e+02 4.561999999999999744e+01 1.336999999999999922e+01 3.382000000000000028e+01 1.094690000000000055e+03 1.272000000000000064e+01 1.934000000000000057e+02 2.077800000000000182e+03 2.783999999999999986e+01 2.996100000000000136e+02 2.337000000000000099e+01 1.533829999999999927e+03 1.801000000000000156e+01 1.190299999999999955e+03 2.944999999999999929e+01 2.612999999999999901e+01 8.808600000000000136e+02 2.789280000000000200e+03 4.840600000000000023e+02 2.031599999999999966e+02 1.692999999999999972e+01 1.281849999999999909e+03 1.886349999999999909e+03 1.844000000000000128e+01 3.726499999999999773e+02 1.785900000000000034e+02 3.950000000000000000e+01 9.762699999999999818e+02 6.215599999999999454e+02 2.277500000000000000e+02 5.932999999999999829e+01 3.463500000000000227e+02 5.179199999999999591e+02 1.131200000000000045e+02 3.353999999999999915e+01 6.156000000000000227e+01 1.066119999999999891e+03 6.667000000000000455e+02 1.166000000000000014e+01 6.482200000000000273e+02 3.343899999999999864e+02 6.832300000000000182e+02 2.690039999999999964e+03 5.233099999999999454e+02 1.973999999999999844e+01 8.888999999999999773e+02 4.475099999999999909e+02 2.055999999999999943e+02 1.287599999999999909e+02 1.294600000000000080e+02 4.753600000000000136e+02 1.817999999999999972e+01 8.732999999999999829e+01 3.106100000000000136e+02 3.970000000000000284e+01 7.781399999999999864e+02 1.334099999999999966e+02 5.295000000000000000e+02 6.202000000000000313e+01 1.024279999999999973e+03 3.067799999999999727e+02 5.032000000000000028e+01 7.823999999999999488e+01 7.244600000000000364e+02 6.568099999999999454e+02 1.880000000000000071e+01 1.422250000000000000e+03 1.245299999999999955e+03 4.526700000000000159e+02 1.920710000000000036e+03 2.054799999999999898e+02 2.548000000000000043e+01 5.089000000000000057e+01 7.536599999999999682e+02 1.819000000000000128e+01 8.744199999999999591e+02 1.075730000000000018e+03 2.391299999999999955e+02 4.616499999999999773e+02 2.946899999999999977e+02
3.770000000000000284e+01 2.418100000000000023e+02 6.439099999999999682e+02 5.038000000000000256e+01 1.391999999999999993e+01 1.705999999999999872e+01 1.767999999999999972e+01 1.038720000000000027e+03 2.250000000000000000e+01 2.659300000000000068e+02 1.863720000000000027e+03 3.114000000000000057e+01 5.506599999999999682e+02 2.871999999999999886e+01 2.021519999999999982e+03 1.178999999999999915e+01 1.210460000000000036e+03 1.864999999999999858e+01 3.953000000000000114e+01 9.246200000000000045e+02 2.568340000000000146e+03 3.816999999999999886e+02 5.271399999999999864e+02 3.953999999999999915e+01 1.238829999999999927e+03 1.246140000000000100e+03 4.911999999999999744e+01 2.952799999999999727e+02 6.189999999999999858e+01 8.062999999999999545e+01 8.733400000000000318e+02 9.139400000000000546e+02 2.257500000000000000e+02 2.994000000000000128e+01 2.855099999999999909e+02 8.231299999999999955e+02 5.900999999999999801e+01 1.696000000000000085e+01 2.520399999999999920e+02 1.268849999999999909e+03 6.921399999999999864e+02 3.114999999999999858e+01 3.012699999999999818e+02 4.023299999999999841e+02 5.685099999999999909e+02 2.977679999999999836e+03 1.643899999999999864e+02 2.878999999999999915e+01 6.434600000000000364e+02 5.351100000000000136e+02 1.575999999999999943e+02 4.543999999999999773e+02 1.314900000000000091e+02 4.826000000000000227e+02 2.019000000000000128e+01 9.080000000000000071e+00 1.901899999999999977e+02 3.721000000000000085e+01 5.247699999999999818e+02 7.001000000000000512e+01 4.841100000000000136e+02 1.044399999999999977e+02 9.549800000000000182e+02 1.404499999999999886e+02 2.889999999999999858e+01 3.575000000000000000e+01 5.551399999999999864e+02 6.308700000000000045e+02 2.914000000000000057e+01 1.541420000000000073e+03 1.669779999999999973e+03 5.139600000000000364e+02 1.629470000000000027e+03 2.481500000000000057e+02 8.296999999999999886e+01 1.975000000000000000e+01 6.225700000000000500e+02 3.661999999999999744e+01 9.776299999999999955e+02 6.452300000000000182e+02 2.235300000000000011e+02 4.485600000000000023e+02 4.087799999999999727e+02
3.050000000000000000e+01 2.036399999999999864e+02 6.866799999999999500e+02 1.033299999999999983e+02 2.032999999999999829e+01 1.617999999999999972e+01 3.030000000000000071e+01 1.292140000000000100e+03 1.142999999999999972e+01 1.282100000000000080e+02 1.817890000000000100e+03 6.059000000000000341e+01 6.378999999999999773e+02 4.892000000000000171e+01 2.419519999999999982e+03 0.000000000000000000e+00 1.240450000000000045e+03 1.955999999999999872e+01 1.159999999999999964e+01 7.148899999999999864e+02 2.332210000000000036e+03 4.182900000000000205e+02 7.997999999999999545e+02 1.196000000000000085e+01 1.203099999999999909e+03 9.193500000000000227e+02 2.594000000000000128e+01 3.127099999999999795e+02 3.029599999999999795e+02 3.475000000000000000e+01 1.035500000000000000e+03 8.527999999999999545e+02 2.580400000000000205e+02 2.239999999999999858e+01 4.548299999999999841e+02 5.530800000000000409e+02 3.289000000000000057e+01 5.440999999999999659e+01 3.149200000000000159e+02 9.523799999999999955e+02 7.077200000000000273e+02 2.266000000000000014e+01 4.542300000000000182e+02 5.371599999999999682e+02 4.877099999999999795e+02 3.223429999999999836e+03 1.962599999999999909e+02 3.711999999999999744e+01 5.708899999999999864e+02 4.239100000000000250e+02 2.496399999999999864e+02 3.950000000000000000e+02 1.521399999999999864e+02 4.086700000000000159e+02 7.990000000000000213e+00 1.451999999999999957e+01 2.583600000000000136e+02 1.499000000000000021e+01 2.630600000000000023e+02 6.720000000000000284e+01 6.165900000000000318e+02 9.989000000000000057e+01 9.346900000000000546e+02 2.739499999999999886e+02 1.757999999999999829e+01 1.729799999999999898e+02 4.853999999999999773e+02 6.766599999999999682e+02 2.176000000000000156e+01 1.405400000000000091e+03 1.644759999999999991e+03 4.867099999999999795e+02 1.716640000000000100e+03 4.418999999999999773e+02 1.392299999999999898e+02 2.583999999999999986e+01 6.728700000000000045e+02 2.039999999999999858e+01 1.167259999999999991e+03 6.917899999999999636e+02 1.165999999999999943e+02 4.682900000000000205e+02 8.326999999999999602e+01
2.625000000000000000e+01 2.320999999999999943e+02 9.156299999999999955e+02 2.807999999999999829e+01 1.473000000000000043e+01 9.359999999999999432e+00 1.367999999999999972e+01 1.087089999999999918e+03 6.132000000000000028e+01 4.646999999999999886e+01 1.687930000000000064e+03 1.698999999999999844e+01 5.628899999999999864e+02 2.442000000000000171e+01 2.700440000000000055e+03 1.657000000000000028e+01 8.674099999999999682e+02 1.268999999999999950e+01 1.876999999999999957e+01 6.819800000000000182e+02 2.215440000000000055e+03 4.888100000000000023e+02 7.108700000000000045e+02 1.910999999999999943e+01 1.172019999999999982e+03 1.232210000000000036e+03 1.708999999999999986e+01 6.601999999999999602e+01 3.549499999999999886e+02 7.070000000000000284e+00 1.121630000000000109e+03 8.310700000000000500e+02 3.741200000000000045e+02 4.203000000000000114e+01 4.815199999999999818e+02 5.881900000000000546e+02 1.823000000000000043e+01 1.042999999999999972e+01 7.508700000000000045e+02 6.130299999999999727e+02 7.327500000000000000e+02 1.308999999999999986e+01 3.202400000000000091e+02 7.052699999999999818e+02 5.571900000000000546e+02 3.160059999999999945e+03 1.605999999999999943e+02 1.009999999999999964e+01 8.468200000000000500e+02 3.379300000000000068e+02 9.654999999999999716e+01 3.256299999999999955e+02 1.263000000000000078e+01 5.566299999999999955e+02 1.325000000000000000e+01 1.807000000000000028e+01 2.220999999999999943e+02 1.585000000000000000e+02 6.610999999999999943e+01 7.690999999999999659e+01 4.797699999999999818e+02 5.892999999999999972e+01 6.377200000000000273e+02 4.008899999999999864e+02 6.548999999999999488e+01 1.769699999999999989e+02 3.036200000000000045e+02 9.006299999999999955e+02 2.230999999999999872e+01 1.369569999999999936e+03 1.747009999999999991e+03 3.831100000000000136e+02 1.580190000000000055e+03 3.849900000000000091e+02 5.070000000000000284e+01 1.703000000000000114e+01 8.036399999999999864e+02 4.634000000000000341e+01 1.196000000000000000e+03 3.265899999999999750e+02 1.322199999999999989e+02 4.881299999999999955e+02 0.000000000000000000e+00
2.885000000000000142e+01 2.295600000000000023e+02 1.467400000000000091e+03 8.109999999999999432e+00 2.173999999999999844e+01 2.455999999999999872e+01 1.219999999999999929e+01 7.620399999999999636e+02 2.408999999999999986e+01 2.345500000000000114e+02 1.691990000000000009e+03 1.463100000000000023e+02 8.243200000000000500e+02 1.132300000000000040e+02 2.644699999999999818e+03 9.029999999999999361e+00 8.141699999999999591e+02 2.587999999999999901e+01 1.762000000000000099e+01 4.105099999999999909e+02 2.390519999999999982e+03 2.543600000000000136e+02 9.223200000000000500e+02 2.194999999999999929e+01 1.044099999999999909e+03 9.605199999999999818e+02 8.873000000000000398e+01 7.760999999999999943e+01 6.023700000000000045e+02 7.112000000000000455e+01 1.538259999999999991e+03 8.173400000000000318e+02 4.422900000000000205e+02 5.764000000000000057e+01 5.520900000000000318e+02 3.730799999999999841e+02 2.661600000000000250e+02 1.556000000000000050e+01 1.096349999999999909e+03 6.218899999999999864e+02 5.634800000000000182e+02 1.332000000000000028e+01 1.942999999999999972e+01 7.273200000000000500e+02 8.283300000000000409e+02 2.882510000000000218e+03 3.539000000000000057e+01 4.963000000000000256e+01 6.548600000000000136e+02 3.236700000000000159e+02 1.571599999999999966e+02 4.547400000000000091e+02 1.655399999999999920e+02 6.541599999999999682e+02 1.361999999999999922e+01 1.805000000000000071e+01 2.948899999999999864e+02 2.524099999999999966e+02 3.990999999999999659e+01 1.435600000000000023e+02 2.708199999999999932e+02 1.311999999999999922e+01 5.189299999999999500e+02 3.459599999999999795e+02 1.310500000000000114e+02 2.465500000000000114e+02 5.412999999999999545e+02 7.304600000000000364e+02 1.190199999999999960e+02 1.219359999999999900e+03 1.545410000000000082e+03 5.886499999999999773e+02 9.106299999999999955e+02 2.814200000000000159e+02 3.375600000000000023e+02 2.626000000000000156e+01 7.486299999999999955e+02 5.778999999999999915e+01 1.500079999999999927e+03 5.656000000000000227e+02 4.606000000000000227e+01 7.800800000000000409e+02 6.901999999999999602e+01
7.870000000000000107e+00 1.331200000000000045e+02 1.440109999999999900e+03 3.731000000000000227e+01 1.640200000000000102e+02 3.221000000000000085e+01 3.817000000000000171e+01 8.361699999999999591e+02 5.129999999999999893e+00 3.087900000000000205e+02 1.794819999999999936e+03 0.000000000000000000e+00 7.585499999999999545e+02 1.495699999999999932e+02 2.552610000000000127e+03 1.839000000000000057e+01 5.685900000000000318e+02 1.830000000000000071e+01 1.336999999999999922e+01 3.635500000000000114e+02 2.442110000000000127e+03 2.224499999999999886e+02 9.924800000000000182e+02 1.526999999999999957e+01 1.078839999999999918e+03 9.586100000000000136e+02 6.489000000000000057e+01 3.366600000000000250e+02 8.082999999999999545e+02 8.476000000000000512e+01 2.047609999999999900e+03 5.710399999999999636e+02 3.996899999999999977e+02 1.041700000000000017e+02 1.340500000000000114e+02 3.369200000000000159e+02 2.868100000000000023e+02 1.267999999999999972e+01 1.263970000000000027e+03 7.537300000000000182e+02 9.161200000000000045e+02 2.050399999999999920e+02 1.558999999999999986e+01 5.108999999999999773e+02 7.312200000000000273e+02 2.280659999999999854e+03 1.910000000000000142e+01 5.297999999999999687e+01 4.683899999999999864e+02 3.488299999999999841e+02 1.983799999999999955e+02 5.604700000000000273e+02 2.017999999999999972e+01 8.432899999999999636e+02 1.876000000000000156e+01 1.385999999999999943e+01 1.092600000000000051e+02 2.215800000000000125e+02 2.439000000000000057e+01 2.785400000000000205e+02 2.976100000000000136e+02 2.589999999999999858e+01 3.055000000000000000e+02 3.292099999999999795e+02 2.702200000000000273e+02 4.697200000000000273e+02 4.066899999999999977e+02 7.117999999999999545e+02 1.680000000000000000e+02 9.558799999999999955e+02 1.238500000000000000e+03 5.933799999999999955e+02 1.261349999999999909e+03 2.777799999999999727e+02 2.932500000000000000e+02 1.967999999999999972e+01 8.059400000000000546e+02 5.835999999999999943e+01 1.781930000000000064e+03 3.798100000000000023e+02 3.147099999999999795e+02 5.626299999999999955e+02 1.504900000000000091e+02
1.197300000000000040e+02 7.506999999999999318e+01 1.077289999999999964e+03 1.063000000000000078e+01 2.554600000000000080e+02 9.080000000000000071e+00 1.083100000000000023e+02 4.265099999999999909e+02 1.353999999999999915e+01 5.672699999999999818e+02 1.023759999999999991e+03 1.228900000000000006e+02 8.380700000000000500e+02 3.241100000000000136e+02 2.622869999999999891e+03 2.762000000000000099e+01 5.703200000000000500e+02 2.071999999999999886e+01 3.900000000000000000e+01 2.370600000000000023e+02 2.392510000000000218e+03 3.148199999999999932e+02 8.092500000000000000e+02 1.851399999999999864e+02 1.240549999999999955e+03 1.174359999999999900e+03 3.319800000000000182e+02 4.468299999999999841e+02 9.010900000000000318e+02 3.346999999999999886e+01 2.061900000000000091e+03 5.273099999999999454e+02 5.743799999999999955e+02 2.591999999999999886e+02 3.639100000000000250e+02 4.480899999999999750e+02 3.495400000000000205e+02 3.123000000000000043e+01 1.507950000000000045e+03 7.321399999999999864e+02 1.015809999999999945e+03 2.707599999999999909e+02 3.246000000000000085e+01 4.288000000000000114e+02 6.810399999999999636e+02 2.301809999999999945e+03 1.833999999999999986e+01 6.107000000000000028e+01 5.091100000000000136e+02 2.862699999999999818e+02 1.142300000000000040e+02 5.246799999999999500e+02 1.684099999999999966e+02 8.867300000000000182e+02 6.219999999999999751e+00 1.682999999999999829e+01 1.608300000000000125e+02 2.684200000000000159e+02 6.503000000000000114e+01 5.587599999999999909e+02 3.532099999999999795e+02 3.710000000000000142e+01 4.661999999999999886e+02 2.513899999999999864e+02 1.301500000000000057e+02 4.191800000000000068e+02 3.251800000000000068e+02 4.916600000000000250e+02 1.996800000000000068e+02 8.678799999999999955e+02 1.141710000000000036e+03 5.348700000000000045e+02 1.214089999999999918e+03 2.997200000000000273e+02 4.335400000000000205e+02 1.626000000000000156e+01 1.047019999999999982e+03 7.718999999999999773e+01 1.792029999999999973e+03 5.133999999999999773e+02 2.301999999999999957e+01 7.110399999999999636e+02 2.129300000000000068e+02
7.656000000000000227e+01 2.483999999999999986e+01 1.063819999999999936e+03 1.173000000000000043e+01 2.232599999999999909e+02 9.019999999999999574e+00 1.562599999999999909e+02 2.047299999999999898e+02 7.849999999999999645e+00 5.865900000000000318e+02 9.357999999999999545e+02 2.242000000000000171e+01 6.853700000000000045e+02 1.690300000000000011e+02 2.623260000000000218e+03 2.205000000000000071e+01 7.442200000000000273e+02 1.555000000000000071e+01 1.264000000000000057e+01 4.120799999999999841e+02 2.140909999999999854e+03 1.375800000000000125e+02 1.348769999999999982e+03 1.925500000000000114e+02 1.324579999999999927e+03 7.587799999999999727e+02 2.350699999999999932e+02 6.186699999999999591e+02 7.074299999999999500e+02 1.083999999999999986e+01 1.719069999999999936e+03 5.175000000000000000e+02 1.170759999999999991e+03 3.848100000000000023e+02 4.125799999999999841e+02 5.875599999999999454e+02 5.971100000000000136e+02 2.267999999999999972e+01 1.711950000000000045e+03 5.887999999999999545e+02 9.481399999999999864e+02 2.851200000000000045e+02 2.710999999999999943e+01 6.998500000000000227e+02 5.327999999999999545e+02 1.980829999999999927e+03 2.189000000000000057e+01 1.810999999999999943e+01 3.415600000000000023e+02 3.092300000000000182e+02 6.072999999999999687e+01 5.445099999999999909e+02 1.119500000000000028e+02 6.873999999999999773e+02 1.580000000000000071e+01 2.476999999999999957e+01 5.110000000000000142e+01 2.007400000000000091e+02 8.150000000000000000e+01 8.541499999999999773e+02 7.545000000000000284e+01 7.980000000000000426e+00 3.035000000000000000e+02 2.951399999999999864e+02 2.236299999999999955e+02 3.306600000000000250e+02 1.981500000000000057e+02 2.570099999999999909e+02 1.165900000000000034e+02 3.175500000000000114e+02 9.830399999999999636e+02 5.958799999999999955e+02 8.589099999999999682e+02 3.869200000000000159e+02 3.606299999999999955e+02 1.964999999999999858e+01 8.179199999999999591e+02 1.632999999999999829e+01 1.706650000000000091e+03 2.365300000000000011e+02 2.035000000000000142e+01 4.908399999999999750e+02 3.648000000000000114e+02
1.182500000000000000e+02 7.204000000000000625e+01 9.468099999999999454e+02 3.590999999999999659e+01 2.108199999999999932e+02 1.355000000000000071e+01 2.301200000000000045e+02 3.852599999999999909e+02 2.439000000000000057e+01 3.348299999999999841e+02 7.900099999999999909e+02 1.773000000000000043e+01 8.939400000000000546e+02 1.910800000000000125e+02 2.531829999999999927e+03 5.846000000000000085e+01 7.654199999999999591e+02 3.878999999999999915e+01 8.800000000000000711e+00 3.677500000000000000e+02 2.271699999999999818e+03 3.574800000000000182e+02 1.155430000000000064e+03 2.542500000000000000e+02 1.296819999999999936e+03 7.999099999999999682e+02 3.521600000000000250e+02 6.172799999999999727e+02 7.115000000000000000e+02 1.757999999999999829e+01 1.480920000000000073e+03 4.617500000000000000e+02 1.107230000000000018e+03 2.722599999999999909e+02 4.529700000000000273e+02 4.443600000000000136e+02 7.367500000000000000e+02 2.208999999999999986e+01 1.572930000000000064e+03 5.499600000000000364e+02 1.063400000000000091e+03 4.229200000000000159e+02 8.159999999999999432e+01 6.218400000000000318e+02 5.540399999999999636e+02 1.506480000000000018e+03 1.366999999999999993e+01 7.437999999999999545e+01 1.761999999999999886e+02 9.912999999999999545e+01 3.303000000000000114e+01 2.685000000000000000e+02 1.561699999999999875e+02 4.770699999999999932e+02 4.843999999999999773e+01 1.003499999999999943e+02 6.221000000000000085e+01 1.617700000000000102e+02 2.171100000000000136e+02 8.777899999999999636e+02 7.960999999999999943e+01 4.159000000000000341e+01 1.713499999999999943e+02 4.463899999999999864e+02 1.854300000000000068e+02 5.206499999999999773e+02 3.882099999999999795e+02 6.110999999999999943e+01 1.038599999999999994e+02 3.633399999999999750e+02 5.953500000000000227e+02 4.107099999999999795e+02 8.345099999999999909e+02 4.577300000000000182e+02 3.163199999999999932e+02 3.718999999999999773e+01 6.707200000000000273e+02 3.839000000000000057e+01 1.577039999999999964e+03 1.844699999999999989e+02 1.182000000000000028e+01 5.780199999999999818e+02 6.708099999999999454e+02
1.317100000000000080e+02 2.088100000000000023e+02 9.395199999999999818e+02 5.854999999999999716e+01 2.394600000000000080e+02 1.973000000000000043e+01 3.586899999999999977e+02 5.790499999999999545e+02 1.018999999999999950e+01 3.681700000000000159e+02 6.057400000000000091e+02 1.975000000000000000e+01 9.346900000000000546e+02 2.149000000000000057e+02 2.791920000000000073e+03 5.079999999999999716e+01 6.598999999999999773e+02 1.576999999999999957e+01 1.122000000000000064e+01 3.223199999999999932e+02 1.570730000000000018e+03 2.182100000000000080e+02 1.176369999999999891e+03 3.471000000000000227e+02 1.133130000000000109e+03 9.513200000000000500e+02 4.194599999999999795e+02 5.634299999999999500e+02 5.516799999999999500e+02 7.812999999999999545e+01 1.163059999999999945e+03 4.425899999999999750e+02 7.154500000000000455e+02 2.324000000000000057e+02 3.150299999999999727e+02 5.008100000000000023e+02 8.096599999999999682e+02 2.439999999999999858e+01 1.227339999999999918e+03 6.700399999999999636e+02 1.597049999999999955e+03 3.476600000000000250e+02 5.125000000000000000e+01 4.581899999999999977e+02 4.873100000000000023e+02 1.088200000000000045e+03 5.803000000000000114e+01 1.284999999999999964e+01 1.046299999999999955e+02 5.399000000000000199e+01 3.103999999999999915e+01 2.380900000000000034e+02 2.221000000000000085e+01 3.106200000000000045e+02 1.141599999999999966e+02 2.698999999999999844e+01 2.474099999999999966e+02 1.271500000000000057e+02 2.165900000000000034e+02 1.137309999999999945e+03 6.046000000000000085e+01 7.209999999999999964e+00 2.238100000000000023e+02 2.997699999999999818e+02 3.155400000000000205e+02 2.814100000000000250e+02 6.511200000000000045e+02 3.842999999999999972e+01 1.225699999999999932e+02 3.218999999999999773e+02 3.264200000000000159e+02 3.848199999999999932e+02 6.552200000000000273e+02 4.501899999999999977e+02 3.446700000000000159e+02 1.532000000000000028e+01 9.305299999999999727e+02 6.285000000000000142e+01 7.532500000000000000e+02 1.433700000000000045e+02 1.453100000000000023e+02 2.606299999999999955e+02 9.533500000000000227e+02
