8.851000000000000512e+01 2.989999999999999858e+01 8.560000000000000497e+00 7.700000000000000178e+00 3.038399999999999750e+02 1.728000000000000114e+01 8.165299999999999727e+02 1.167619999999999891e+03 8.631000000000000227e+01 4.117000000000000171e+01 2.312999999999999901e+01 8.962799999999999727e+02 2.937300000000000182e+02 5.303000000000000114e+01 1.548000000000000043e+01 5.803400000000000318e+02 3.304300000000000068e+02 4.039000000000000057e+01 1.769650000000000091e+03 6.568600000000000136e+02 1.023100000000000023e+02 5.542300000000000182e+02 2.948199999999999932e+02 5.276900000000000546e+02 3.676499999999999773e+02 1.539410000000000082e+03 4.384000000000000341e+01 1.222500000000000000e+02 2.908999999999999986e+01 1.461999999999999922e+01 1.783999999999999986e+01 1.310699999999999932e+02 1.110300000000000011e+02 1.792000000000000171e+01 8.995900000000000318e+02 1.742000000000000171e+01 5.178999999999999915e+01 1.792000000000000171e+01 3.484599999999999795e+02 3.579499999999999886e+02 2.813299999999999841e+02 0.000000000000000000e+00 5.550999999999999801e+01 2.989999999999999858e+01 4.940099999999999909e+02 3.635000000000000000e+02 6.349400000000000546e+02 8.570000000000000284e+00 2.458400000000000034e+02 3.162300000000000182e+02 7.051000000000000512e+01 4.438000000000000256e+01 4.720000000000000284e+01 3.863000000000000114e+02 7.746399999999999864e+02 6.450800000000000409e+02 3.887599999999999909e+02 1.235300000000000011e+02 2.157000000000000028e+01 2.448999999999999844e+01 3.935799999999999841e+02 1.127740000000000009e+03 4.859499999999999886e+02 5.203200000000000500e+02 1.346399999999999864e+02 3.626600000000000250e+02 5.706000000000000227e+01 1.358000000000000007e+01 9.039600000000000364e+02 7.404000000000000625e+01 9.090000000000000568e+01 1.038299999999999983e+02 1.507000000000000028e+01 7.343300000000000409e+02 3.541800000000000068e+02 6.053000000000000114e+01 1.196800000000000068e+02 4.661100000000000136e+02 1.698000000000000043e+01 6.600900000000000318e+02 3.434399999999999977e+02
3.310000000000000053e+00 1.678000000000000114e+01 2.808999999999999986e+01 1.937000000000000099e+01 8.814000000000000057e+01 1.982999999999999829e+01 7.483099999999999454e+02 2.167539999999999964e+03 1.794300000000000068e+02 2.723000000000000043e+01 1.880999999999999872e+01 1.007340000000000032e+03 1.519699999999999989e+02 2.860999999999999943e+01 2.716000000000000014e+01 6.339400000000000546e+02 3.145000000000000000e+02 1.726000000000000156e+01 1.553400000000000091e+03 3.909100000000000250e+02 5.190999999999999659e+01 8.373600000000000136e+02 2.809399999999999977e+02 7.259400000000000546e+02 5.774500000000000455e+02 1.712220000000000027e+03 4.264999999999999858e+01 4.214999999999999858e+01 7.792000000000000171e+01 2.678999999999999915e+01 8.839999999999999858e+00 3.467000000000000171e+01 4.654999999999999716e+01 2.480500000000000114e+02 6.033400000000000318e+02 1.200999999999999979e+01 9.053000000000000114e+01 2.482000000000000028e+01 1.674799999999999898e+02 3.782099999999999795e+02 2.310699999999999932e+02 8.796999999999999886e+01 1.480699999999999932e+02 3.075000000000000000e+01 4.580799999999999841e+02 6.798300000000000409e+02 4.483000000000000114e+02 3.411999999999999744e+01 2.873299999999999841e+02 4.820600000000000023e+02 4.414999999999999858e+01 1.957999999999999829e+01 1.291100000000000136e+02 2.960600000000000023e+02 5.332200000000000273e+02 3.195099999999999909e+02 3.906999999999999886e+02 1.141200000000000045e+02 1.925000000000000000e+01 1.168999999999999950e+01 4.435199999999999818e+02 8.808799999999999955e+02 4.052500000000000000e+02 3.817099999999999795e+02 5.811999999999999744e+01 4.451700000000000159e+02 1.503899999999999864e+02 0.000000000000000000e+00 1.041799999999999955e+03 2.267400000000000091e+02 1.489000000000000057e+02 3.736999999999999744e+01 2.773999999999999844e+01 8.162500000000000000e+02 2.330000000000000000e+02 9.304000000000000625e+01 4.710000000000000142e+01 3.681100000000000136e+02 2.396999999999999886e+01 6.686200000000000045e+02 4.134100000000000250e+02
1.291000000000000014e+01 4.456000000000000227e+01 1.548700000000000045e+02 2.333999999999999986e+01 3.675000000000000000e+01 6.440000000000000391e+00 6.190900000000000318e+02 1.794619999999999891e+03 2.314499999999999886e+02 3.064999999999999858e+01 1.593999999999999950e+01 8.380599999999999454e+02 1.631800000000000068e+02 6.136999999999999744e+01 2.598000000000000043e+01 8.369900000000000091e+02 3.174100000000000250e+02 3.486999999999999744e+01 8.663200000000000500e+02 4.476399999999999864e+02 2.477800000000000011e+02 1.033599999999999909e+03 2.049099999999999966e+02 1.159630000000000109e+03 6.733500000000000227e+02 1.694049999999999955e+03 8.665000000000000568e+01 3.990999999999999659e+01 4.178999999999999773e+02 4.164000000000000057e+01 2.462000000000000099e+01 6.712999999999999545e+01 1.059399999999999977e+02 2.046299999999999955e+02 1.173019999999999982e+03 1.448000000000000043e+01 6.645999999999999375e+01 2.039000000000000057e+01 1.130100000000000051e+02 4.799599999999999795e+02 7.979999999999999716e+01 1.029599999999999937e+02 1.014399999999999977e+02 3.699000000000000199e+01 5.003399999999999750e+02 1.123880000000000109e+03 6.784199999999999591e+02 4.825999999999999801e+01 3.882400000000000091e+02 3.884499999999999886e+02 2.250000000000000000e+01 3.234000000000000341e+01 2.365999999999999943e+02 3.785199999999999818e+02 7.053300000000000409e+02 3.118299999999999841e+02 4.442699999999999818e+02 1.776000000000000156e+01 2.448999999999999844e+01 2.225000000000000000e+01 7.296200000000000045e+02 6.829500000000000455e+02 1.790600000000000023e+02 3.316200000000000045e+02 1.098199999999999932e+02 6.269199999999999591e+02 8.637999999999999545e+01 3.700999999999999801e+01 9.818400000000000318e+02 1.652500000000000000e+02 1.078299999999999983e+02 9.919999999999999929e+00 5.682000000000000028e+01 7.236799999999999500e+02 3.685999999999999943e+01 8.045999999999999375e+01 3.375099999999999909e+02 4.011299999999999955e+02 1.308999999999999986e+01 5.249400000000000546e+02 4.066999999999999886e+02
1.957000000000000028e+01 2.567000000000000171e+01 6.967000000000000171e+01 1.812000000000000099e+01 8.654999999999999716e+01 1.108999999999999986e+01 5.451200000000000045e+02 1.842650000000000091e+03 6.426999999999999602e+01 1.464900000000000091e+02 1.055000000000000071e+01 9.288899999999999864e+02 2.917000000000000171e+01 7.167000000000000171e+01 2.219000000000000128e+01 7.261100000000000136e+02 3.355000000000000000e+02 6.093999999999999773e+01 9.044600000000000364e+02 5.561399999999999864e+02 3.728700000000000045e+02 7.424600000000000364e+02 4.808700000000000045e+02 1.210880000000000109e+03 8.436200000000000045e+02 1.865990000000000009e+03 1.123400000000000034e+02 4.428999999999999915e+01 6.918099999999999454e+02 2.205000000000000071e+01 2.335999999999999943e+01 1.507800000000000011e+02 1.457599999999999909e+02 5.416499999999999773e+02 9.683500000000000227e+02 1.081000000000000050e+01 3.714000000000000057e+01 6.410000000000000142e+00 1.130400000000000063e+02 3.818000000000000114e+02 1.955000000000000000e+02 9.773000000000000398e+01 6.964000000000000057e+01 1.685999999999999943e+01 4.590400000000000205e+02 1.213450000000000045e+03 4.117200000000000273e+02 3.112999999999999901e+01 2.558799999999999955e+02 4.979900000000000091e+02 2.223000000000000043e+01 4.928999999999999915e+01 2.484900000000000091e+02 3.188500000000000227e+02 6.662300000000000182e+02 3.921100000000000136e+02 4.503799999999999955e+02 1.644000000000000128e+01 1.869000000000000128e+01 2.332000000000000028e+01 4.184200000000000159e+02 4.486700000000000159e+02 5.929700000000000273e+02 2.062199999999999989e+02 1.284999999999999964e+01 5.948799999999999955e+02 1.045300000000000011e+02 4.925000000000000000e+01 6.376499999999999773e+02 2.965000000000000000e+02 0.000000000000000000e+00 5.988000000000000256e+01 7.631999999999999318e+01 7.535399999999999636e+02 7.698000000000000398e+01 1.074599999999999937e+02 2.928399999999999750e+02 2.673999999999999773e+02 1.796000000000000085e+01 6.656499999999999773e+02 3.982599999999999909e+02
2.208999999999999986e+01 2.440399999999999920e+02 8.478000000000000114e+01 3.112999999999999901e+01 1.842999999999999972e+01 1.530000000000000071e+01 4.043100000000000023e+02 1.809309999999999945e+03 6.371000000000000085e+01 3.250600000000000023e+02 1.962999999999999901e+01 8.404500000000000455e+02 5.015999999999999659e+01 7.685999999999999943e+01 1.760999999999999943e+01 9.265099999999999909e+02 3.919900000000000091e+02 1.710399999999999920e+02 8.689700000000000273e+02 3.163399999999999750e+02 3.250199999999999818e+02 8.625099999999999909e+02 1.684600000000000080e+02 1.023220000000000027e+03 9.368999999999999773e+02 1.556720000000000027e+03 1.275000000000000000e+02 1.764000000000000057e+01 6.680900000000000318e+02 1.751000000000000156e+01 2.233999999999999986e+01 1.776599999999999966e+02 1.842299999999999898e+02 5.628700000000000045e+02 8.761599999999999682e+02 4.175999999999999801e+01 1.992999999999999972e+01 6.450000000000000178e+00 5.511999999999999744e+01 3.436100000000000136e+02 1.203900000000000006e+02 2.598999999999999844e+01 6.165999999999999659e+01 2.428000000000000114e+01 4.860699999999999932e+02 1.385069999999999936e+03 2.135900000000000034e+02 1.115000000000000036e+01 2.788999999999999773e+02 5.003399999999999750e+02 2.869000000000000128e+01 3.073000000000000043e+01 3.564800000000000182e+02 3.334499999999999886e+02 5.216100000000000136e+02 2.219300000000000068e+02 4.452799999999999727e+02 3.121000000000000085e+01 1.093999999999999950e+01 1.033999999999999986e+01 5.810399999999999636e+02 5.178700000000000045e+02 5.752400000000000091e+02 1.480999999999999943e+02 1.187399999999999949e+02 4.484100000000000250e+02 3.146499999999999773e+02 2.771000000000000085e+01 9.064299999999999500e+02 2.975000000000000000e+02 5.560999999999999943e+01 5.139000000000000057e+01 2.294999999999999929e+01 4.906499999999999773e+02 4.370000000000000284e+01 1.168100000000000023e+02 2.796899999999999977e+02 2.760000000000000000e+02 1.419999999999999929e+01 6.925499999999999545e+02 2.790099999999999909e+02
5.214999999999999858e+01 2.151000000000000156e+01 5.699000000000000199e+01 4.165999999999999659e+01 6.912999999999999545e+01 1.569999999999999929e+01 2.800299999999999727e+02 1.882799999999999955e+03 4.903999999999999915e+01 2.843600000000000136e+02 8.112999999999999545e+01 7.383200000000000500e+02 6.959999999999999432e+01 5.828000000000000114e+01 4.289999999999999858e+01 9.823799999999999955e+02 3.638899999999999864e+02 2.608100000000000023e+02 6.867799999999999727e+02 3.223999999999999773e+02 4.308000000000000114e+02 5.727300000000000182e+02 1.833899999999999864e+02 9.666399999999999864e+02 1.013860000000000014e+03 1.257660000000000082e+03 2.706399999999999864e+02 4.928999999999999915e+01 5.995199999999999818e+02 1.685000000000000142e+01 1.833999999999999986e+01 1.792500000000000000e+02 1.599900000000000091e+02 7.102999999999999545e+02 3.958500000000000227e+02 8.546999999999999886e+01 2.371999999999999886e+01 7.425000000000000000e+01 1.169800000000000040e+02 2.561600000000000250e+02 3.703000000000000114e+01 1.646999999999999886e+01 2.162999999999999901e+01 2.055999999999999872e+01 4.927900000000000205e+02 1.303910000000000082e+03 2.811100000000000136e+02 2.960000000000000142e+01 2.236599999999999966e+02 6.592400000000000091e+02 1.005000000000000071e+01 2.391000000000000014e+01 1.699300000000000068e+02 9.746999999999999886e+01 6.276200000000000045e+02 3.284599999999999795e+02 1.841800000000000068e+02 4.132000000000000028e+01 2.078999999999999915e+01 1.458000000000000007e+01 5.451900000000000546e+02 4.780899999999999750e+02 6.064099999999999682e+02 2.021399999999999864e+02 1.062199999999999989e+02 5.401699999999999591e+02 3.194100000000000250e+02 1.203999999999999915e+01 7.734199999999999591e+02 2.326399999999999864e+02 5.127000000000000313e+01 7.571999999999999886e+01 1.735000000000000142e+01 4.085000000000000000e+02 3.660999999999999943e+01 1.402899999999999920e+02 3.953600000000000136e+02 2.420600000000000023e+02 2.576999999999999957e+01 7.682400000000000091e+02 5.568099999999999454e+02
1.066999999999999993e+01 1.075999999999999979e+01 5.756000000000000227e+01 1.298000000000000043e+01 2.117999999999999972e+01 1.796999999999999886e+01 2.888999999999999773e+02 1.778269999999999982e+03 1.143999999999999950e+01 2.217500000000000000e+02 2.603999999999999915e+01 8.479700000000000273e+02 8.554000000000000625e+01 2.696000000000000085e+01 1.751000000000000156e+01 9.565499999999999545e+02 3.619399999999999977e+02 2.850199999999999818e+02 9.517200000000000273e+02 2.246699999999999875e+02 5.748400000000000318e+02 6.607699999999999818e+02 1.602100000000000080e+02 9.751699999999999591e+02 1.104859999999999900e+03 1.297400000000000091e+03 3.215000000000000000e+02 6.168999999999999773e+01 5.405700000000000500e+02 2.367000000000000171e+01 2.255000000000000071e+01 1.431800000000000068e+02 1.560699999999999932e+02 5.252799999999999727e+02 5.093600000000000136e+02 1.297000000000000064e+01 1.041099999999999994e+02 1.179300000000000068e+02 3.640999999999999659e+01 2.650199999999999818e+02 1.032000000000000028e+02 1.605999999999999872e+01 1.556000000000000050e+01 4.456000000000000227e+01 4.409599999999999795e+02 1.241829999999999927e+03 3.646899999999999977e+02 2.312000000000000099e+01 5.945900000000000318e+02 6.379299999999999500e+02 3.806000000000000227e+01 5.485000000000000142e+01 2.600000000000000000e+02 1.097000000000000028e+02 4.907099999999999795e+02 3.298799999999999955e+02 1.642700000000000102e+02 2.510999999999999943e+01 2.096000000000000085e+01 8.168000000000000682e+01 2.474900000000000091e+02 4.711700000000000159e+02 7.082899999999999636e+02 1.687100000000000080e+02 1.264000000000000057e+02 7.602699999999999818e+02 5.044900000000000091e+02 2.771000000000000085e+01 6.626799999999999500e+02 3.947099999999999795e+02 6.071000000000000085e+01 5.417999999999999972e+01 4.146000000000000085e+01 6.954299999999999500e+02 3.327000000000000313e+01 1.295500000000000114e+02 4.122799999999999727e+02 2.419999999999999929e+01 2.041000000000000014e+01 8.831000000000000227e+02 5.559400000000000546e+02
1.449000000000000021e+01 2.615400000000000205e+02 7.407999999999999829e+01 2.619000000000000128e+01 2.514999999999999858e+01 9.320000000000000284e+00 3.904700000000000273e+02 1.454539999999999964e+03 4.440999999999999659e+01 8.312999999999999545e+01 3.671000000000000085e+01 6.917200000000000273e+02 1.578999999999999915e+01 1.740699999999999932e+02 2.957999999999999829e+01 7.038099999999999454e+02 1.894099999999999966e+02 4.129599999999999795e+02 1.086170000000000073e+03 8.654000000000000625e+01 4.340000000000000000e+02 8.422899999999999636e+02 1.655600000000000023e+02 7.413600000000000136e+02 7.400299999999999727e+02 1.155900000000000091e+03 2.339300000000000068e+02 3.285000000000000142e+01 8.502599999999999909e+02 1.942000000000000171e+01 2.026000000000000156e+01 8.526999999999999602e+01 6.060999999999999943e+01 5.879500000000000455e+02 5.677599999999999909e+02 4.681000000000000227e+01 3.523100000000000023e+02 1.609499999999999886e+02 1.698000000000000043e+01 2.650899999999999750e+02 4.879999999999999716e+01 1.703000000000000114e+01 1.210400000000000063e+02 1.110199999999999960e+02 7.463899999999999864e+02 1.213150000000000091e+03 6.312400000000000091e+02 0.000000000000000000e+00 4.259100000000000250e+02 6.072300000000000182e+02 1.282000000000000028e+01 1.593999999999999950e+01 1.618499999999999943e+02 1.605000000000000071e+01 2.546200000000000045e+02 1.183499999999999943e+02 1.605699999999999932e+02 2.117999999999999972e+01 2.466000000000000014e+01 2.344399999999999977e+02 2.494000000000000057e+02 4.023100000000000023e+02 8.070399999999999636e+02 3.424000000000000199e+01 2.255999999999999872e+01 7.949500000000000455e+02 2.927200000000000273e+02 1.937999999999999901e+01 5.283700000000000045e+02 3.660199999999999818e+02 6.039000000000000057e+01 5.914999999999999858e+01 2.425000000000000000e+01 6.211100000000000136e+02 2.164099999999999966e+02 3.707000000000000028e+01 3.422400000000000091e+02 5.217000000000000171e+01 8.750000000000000000e+00 9.204400000000000546e+02 9.893300000000000409e+02
2.014000000000000057e+01 5.417999999999999972e+01 1.165000000000000036e+01 4.879999999999999893e+00 8.300000000000000711e+00 1.370800000000000125e+02 8.495000000000000284e+01 1.692619999999999891e+03 2.914000000000000057e+01 2.804700000000000273e+02 2.200000000000000000e+01 6.045800000000000409e+02 4.025000000000000000e+01 5.503000000000000114e+01 2.144000000000000128e+01 9.465399999999999636e+02 6.224000000000000199e+01 2.312400000000000091e+02 8.181299999999999955e+02 4.361999999999999744e+01 3.288500000000000227e+02 5.127899999999999636e+02 3.972999999999999687e+01 5.668200000000000500e+02 1.204089999999999918e+03 1.258059999999999945e+03 2.973999999999999773e+02 5.159000000000000341e+01 5.556599999999999682e+02 1.137699999999999960e+02 1.191999999999999993e+01 1.342899999999999920e+02 1.808499999999999943e+02 5.625499999999999545e+02 3.665500000000000114e+02 8.342000000000000171e+01 4.007400000000000091e+02 1.350099999999999909e+02 2.673999999999999844e+01 2.994499999999999886e+02 3.484000000000000341e+01 2.457000000000000028e+01 4.910999999999999943e+01 9.501999999999999602e+01 7.802699999999999818e+02 1.172970000000000027e+03 8.746299999999999955e+02 1.488000000000000078e+01 5.678600000000000136e+02 6.683899999999999864e+02 2.169999999999999929e+01 2.708999999999999986e+01 2.236599999999999966e+02 9.900000000000000355e+00 1.768199999999999932e+02 1.782800000000000011e+02 2.685999999999999943e+01 1.010999999999999943e+01 1.039000000000000057e+01 4.858500000000000227e+02 2.833600000000000136e+02 1.155799999999999983e+02 8.527699999999999818e+02 3.554999999999999716e+01 3.279999999999999716e+01 9.195599999999999454e+02 2.986100000000000136e+02 2.196999999999999886e+01 8.550099999999999909e+02 4.644200000000000159e+02 9.060000000000000497e+00 4.809599999999999795e+02 4.157000000000000028e+01 7.768099999999999454e+02 4.514200000000000159e+02 6.950000000000000000e+01 8.902000000000000455e+02 4.875999999999999801e+01 1.149000000000000021e+01 5.847200000000000273e+02 1.121430000000000064e+03
5.147999999999999687e+01 5.156599999999999682e+02 2.851000000000000156e+01 3.353000000000000114e+01 1.461999999999999922e+01 1.508999999999999986e+01 5.091000000000000227e+02 1.831440000000000055e+03 3.339999999999999858e+01 2.227899999999999920e+02 1.299499999999999886e+02 4.010199999999999818e+02 1.363000000000000114e+02 4.175999999999999801e+01 6.650000000000000355e+00 8.907000000000000455e+02 1.411399999999999864e+02 2.091999999999999886e+02 1.415220000000000027e+03 5.585000000000000142e+01 2.750500000000000114e+02 3.828700000000000045e+02 9.198000000000000398e+01 6.630099999999999909e+02 1.050000000000000000e+03 1.032940000000000055e+03 2.685699999999999932e+02 4.520000000000000284e+01 5.055600000000000023e+02 1.019099999999999966e+02 1.366999999999999993e+01 4.243999999999999773e+01 7.115000000000000568e+01 5.054100000000000250e+02 2.942799999999999727e+02 5.753999999999999915e+01 4.086800000000000068e+02 1.035199999999999960e+02 1.875000000000000000e+01 2.019099999999999966e+02 1.937999999999999901e+01 6.989000000000000057e+01 7.362999999999999545e+01 1.085600000000000023e+02 7.312999999999999545e+02 9.242300000000000182e+02 1.301869999999999891e+03 1.477999999999999936e+01 3.943700000000000045e+02 7.268500000000000227e+02 2.851000000000000156e+01 2.401999999999999957e+01 3.281000000000000227e+01 4.682000000000000028e+01 2.678299999999999841e+02 2.738999999999999773e+02 4.061999999999999744e+01 1.808999999999999986e+01 4.239000000000000057e+01 4.702500000000000000e+02 2.054000000000000057e+02 3.776600000000000250e+02 8.314099999999999682e+02 3.300999999999999801e+01 2.423000000000000043e+01 4.308199999999999932e+02 1.756299999999999955e+02 1.534999999999999964e+01 6.457100000000000364e+02 6.014099999999999682e+02 1.112199999999999989e+02 5.962100000000000364e+02 1.680999999999999872e+01 9.235399999999999636e+02 5.574199999999999591e+02 3.057000000000000028e+01 1.165420000000000073e+03 1.742000000000000171e+01 2.705000000000000071e+01 8.295000000000000284e+01 1.046589999999999918e+03
