1.721999999999999886e+01 1.461999999999999922e+01 2.153000000000000114e+01 1.600699999999999932e+02 1.926999999999999957e+01 1.478300000000000125e+02 2.146999999999999886e+01 5.085199999999999818e+02 5.078399999999999750e+02 5.185299999999999727e+02 3.039599999999999795e+02 7.998600000000000136e+02 2.391200000000000045e+02 8.178000000000000114e+01 1.707000000000000028e+01 6.740000000000000568e+01 7.741100000000000136e+02 1.470200000000000045e+03 1.131400000000000006e+02 4.098000000000000114e+02 5.316699999999999591e+02 1.964999999999999858e+01 9.566399999999999864e+02 3.082000000000000028e+01 2.066119999999999891e+03 9.822799999999999727e+02 2.078999999999999915e+01 2.237999999999999901e+01 2.342000000000000171e+01 6.419999999999999929e+00 9.140000000000000568e+00 1.030699999999999932e+02 2.561899999999999977e+02 3.672999999999999687e+01 9.250000000000000000e+00 1.233000000000000007e+01 7.818000000000000682e+01 2.386399999999999864e+02 1.118400000000000034e+02 8.809999999999999432e+01 2.312999999999999901e+01 8.993999999999999773e+01 3.298899999999999864e+02 7.020900000000000318e+02 2.189499999999999886e+02 4.815000000000000000e+02 2.246000000000000085e+01 2.689999999999999858e+01 2.844999999999999929e+01 1.569999999999999929e+01 1.265460000000000036e+03 2.771800000000000068e+02 2.864499999999999886e+02 3.307099999999999795e+02 1.686699999999999875e+02 1.157000000000000028e+01 5.735199999999999818e+02 5.404999999999999716e+01 3.810000000000000000e+02 1.598299999999999955e+03 9.492599999999999909e+02 8.720000000000000284e+01 2.000600000000000023e+02 5.921499999999999773e+02 1.673999999999999844e+01 1.219999999999999929e+01 6.285700000000000500e+02 3.957000000000000028e+01 1.108000000000000007e+01 9.509999999999999432e+01 4.284599999999999795e+02 6.228999999999999915e+01 2.624800000000000182e+02 4.317599999999999909e+02 7.693000000000000682e+01 1.055100000000000051e+02 2.078999999999999915e+01 0.000000000000000000e+00 7.001799999999999500e+02
1.409999999999999964e+01 1.139000000000000057e+01 2.086500000000000057e+02 7.523999999999999488e+01 5.713000000000000256e+01 2.690699999999999932e+02 2.101999999999999957e+01 4.738899999999999864e+02 5.059200000000000159e+02 5.275399999999999636e+02 2.228300000000000125e+02 6.700399999999999636e+02 1.072800000000000011e+02 9.609000000000000341e+01 1.550000000000000000e+01 1.157900000000000063e+02 8.247300000000000182e+02 1.093259999999999991e+03 1.699300000000000068e+02 3.446700000000000159e+02 1.005980000000000018e+03 2.017000000000000171e+01 7.758400000000000318e+02 0.000000000000000000e+00 2.411539999999999964e+03 9.548200000000000500e+02 2.835799999999999841e+02 3.372999999999999687e+01 1.871000000000000085e+01 1.832000000000000028e+01 4.410000000000000142e+01 2.168300000000000125e+02 2.452299999999999898e+02 2.274799999999999898e+02 1.291000000000000014e+01 1.453600000000000136e+02 1.853000000000000114e+01 8.187999999999999545e+01 1.532800000000000011e+02 1.000799999999999983e+02 1.744999999999999929e+01 7.854000000000000625e+01 5.021100000000000136e+02 8.999099999999999682e+02 1.875000000000000000e+01 4.000299999999999727e+02 3.653000000000000114e+01 1.152999999999999936e+01 2.675299999999999727e+02 2.569999999999999929e+01 1.116779999999999973e+03 4.470899999999999750e+02 2.120600000000000023e+02 1.880399999999999920e+02 1.816599999999999966e+02 5.290000000000000036e+00 6.648899999999999864e+02 1.092199999999999989e+02 2.873199999999999932e+02 1.277289999999999964e+03 7.620499999999999545e+02 1.619000000000000128e+01 1.716100000000000136e+02 6.120399999999999636e+02 1.614000000000000057e+01 1.156299999999999955e+02 5.854299999999999500e+02 1.667000000000000171e+01 1.582000000000000028e+01 3.150500000000000114e+02 4.142599999999999909e+02 7.690000000000000568e+01 2.126000000000000156e+01 2.412100000000000080e+02 7.203000000000000114e+01 3.843999999999999773e+01 1.630900000000000034e+02 3.182000000000000028e+01 7.124600000000000364e+02
1.842999999999999972e+01 1.476999999999999957e+01 3.600000000000000000e+02 2.215000000000000000e+02 1.582700000000000102e+02 3.257500000000000000e+02 3.785999999999999943e+01 4.043899999999999864e+02 2.935299999999999727e+02 5.606100000000000136e+02 2.768600000000000136e+02 7.057799999999999727e+02 3.528199999999999932e+02 1.542400000000000091e+02 2.430000000000000071e+01 1.285500000000000114e+02 1.100950000000000045e+03 9.921599999999999682e+02 2.099699999999999989e+02 6.485999999999999943e+01 1.361789999999999964e+03 2.176000000000000156e+01 8.170099999999999909e+02 1.108999999999999986e+01 1.751690000000000055e+03 9.938700000000000045e+02 3.738199999999999932e+02 9.599999999999999645e+00 3.192999999999999972e+01 1.194999999999999929e+01 3.634000000000000341e+01 3.227900000000000205e+02 2.686899999999999977e+02 9.059999999999999432e+01 2.366000000000000014e+01 1.457100000000000080e+02 1.953999999999999915e+01 1.418199999999999932e+02 1.669499999999999886e+02 1.420999999999999943e+02 9.259999999999999787e+00 5.259000000000000341e+01 6.304800000000000182e+02 9.992400000000000091e+02 2.114999999999999858e+01 2.450699999999999932e+02 5.209000000000000341e+01 4.429999999999999716e+01 2.799100000000000250e+02 1.127999999999999936e+01 6.707100000000000364e+02 4.493000000000000114e+02 3.312900000000000205e+02 1.277800000000000011e+02 3.896100000000000136e+02 1.525000000000000000e+01 5.526299999999999955e+02 9.894800000000000182e+02 4.128899999999999864e+02 1.183319999999999936e+03 6.829500000000000455e+02 1.714099999999999966e+02 2.397299999999999898e+02 6.311000000000000227e+02 1.625000000000000000e+01 3.370000000000000000e+02 2.489199999999999875e+02 1.957999999999999829e+01 1.942000000000000171e+01 3.074700000000000273e+02 6.172999999999999545e+02 2.173199999999999932e+02 5.878999999999999915e+01 2.872300000000000182e+02 6.192999999999999972e+01 9.465999999999999659e+01 1.263100000000000023e+02 1.157000000000000028e+01 6.877200000000000273e+02
2.566000000000000014e+01 8.710000000000000853e+00 3.771800000000000068e+02 2.462899999999999920e+02 2.066899999999999977e+02 2.279199999999999875e+02 1.150999999999999979e+01 4.505899999999999750e+02 1.174200000000000017e+02 4.195400000000000205e+02 3.446999999999999886e+02 3.225400000000000205e+02 2.383600000000000136e+02 1.673700000000000045e+02 5.810999999999999943e+01 7.432999999999999829e+01 9.266499999999999773e+02 1.224049999999999955e+03 1.615600000000000023e+02 1.286999999999999886e+02 1.166640000000000100e+03 1.680999999999999872e+01 6.833300000000000409e+02 8.980000000000000426e+00 1.383599999999999909e+03 8.981799999999999500e+02 2.786200000000000045e+02 1.323000000000000043e+01 1.447000000000000064e+01 1.483000000000000007e+01 7.500000000000000000e+00 4.232300000000000182e+02 2.876899999999999977e+02 2.708100000000000023e+02 7.559999999999999609e+00 3.066800000000000068e+02 6.762999999999999545e+01 9.990000000000000213e+00 6.050999999999999801e+01 1.460699999999999932e+02 2.167999999999999972e+01 5.622999999999999687e+01 7.453799999999999955e+02 1.163650000000000091e+03 4.452000000000000313e+01 2.526899999999999977e+02 2.321999999999999886e+01 1.591999999999999993e+01 1.217399999999999949e+02 3.139999999999999858e+01 8.582999999999999545e+02 4.605000000000000000e+02 3.138100000000000023e+02 1.860999999999999943e+01 5.786499999999999773e+02 1.667999999999999972e+01 5.771900000000000546e+02 1.359099999999999909e+03 4.300600000000000023e+02 1.600140000000000100e+03 5.784400000000000546e+02 1.903199999999999932e+02 2.683700000000000045e+02 4.857300000000000182e+02 3.886999999999999744e+01 3.108299999999999841e+02 8.117000000000000171e+01 1.150999999999999979e+01 1.603999999999999915e+01 4.443999999999999773e+01 9.493600000000000136e+02 8.312000000000000455e+01 8.745000000000000284e+01 3.675799999999999841e+02 7.343999999999999773e+01 6.255599999999999454e+02 9.090000000000000568e+01 1.169099999999999966e+02 8.713400000000000318e+02
8.929999999999999716e+00 1.538000000000000078e+01 3.762799999999999727e+02 1.833100000000000023e+02 1.839699999999999989e+02 2.121399999999999864e+02 7.410000000000000142e+00 3.638899999999999864e+02 3.565699999999999932e+02 2.967300000000000182e+02 5.343099999999999454e+02 1.896299999999999955e+02 2.360200000000000102e+02 2.730099999999999909e+02 9.199999999999999289e+00 1.075999999999999979e+01 1.063730000000000018e+03 1.006950000000000045e+03 2.064600000000000080e+02 2.237599999999999909e+02 1.100990000000000009e+03 2.057999999999999829e+01 7.529700000000000273e+02 9.300000000000000711e+00 1.277839999999999918e+03 5.405499999999999545e+02 2.376100000000000136e+02 3.810000000000000142e+01 2.198000000000000043e+01 1.644000000000000128e+01 2.664000000000000057e+01 7.025499999999999545e+02 1.032800000000000011e+02 3.014599999999999795e+02 1.641000000000000014e+01 2.326500000000000057e+02 1.564000000000000057e+01 1.325000000000000000e+01 1.341000000000000014e+01 9.962999999999999545e+01 1.887999999999999901e+01 3.135999999999999943e+01 6.834600000000000364e+02 1.380579999999999927e+03 1.053599999999999994e+02 2.523899999999999864e+02 4.456000000000000227e+01 1.889000000000000057e+01 3.363999999999999773e+02 4.360999999999999943e+01 9.607500000000000000e+02 5.173300000000000409e+02 3.255600000000000023e+02 5.357000000000000028e+01 8.173899999999999864e+02 7.150000000000000000e+01 5.792599999999999909e+02 1.452339999999999918e+03 3.874599999999999795e+02 1.848869999999999891e+03 4.282799999999999727e+02 1.734399999999999977e+02 2.421500000000000057e+02 4.418700000000000045e+02 2.053000000000000114e+01 5.130399999999999636e+02 1.644300000000000068e+02 1.844000000000000128e+01 1.591999999999999993e+01 3.050000000000000000e+01 1.377710000000000036e+03 9.518999999999999773e+01 1.810699999999999932e+02 2.953199999999999932e+02 5.217000000000000171e+01 3.921800000000000068e+02 1.230300000000000011e+02 1.529499999999999886e+02 8.548600000000000136e+02
8.795000000000000284e+01 2.707000000000000028e+01 2.420600000000000023e+02 2.599599999999999795e+02 1.770800000000000125e+02 1.322000000000000064e+01 7.490999999999999659e+01 9.940000000000000568e+01 3.359200000000000159e+02 1.288499999999999943e+02 7.809800000000000182e+02 5.971000000000000085e+01 4.438500000000000227e+02 2.273700000000000045e+02 5.367999999999999972e+01 7.099999999999999645e+00 1.170009999999999991e+03 1.117319999999999936e+03 1.912299999999999898e+02 1.508000000000000007e+01 8.011699999999999591e+02 1.357000000000000028e+01 6.536699999999999591e+02 1.093999999999999950e+01 1.081950000000000045e+03 6.405900000000000318e+02 2.927799999999999727e+02 2.069000000000000128e+01 1.603999999999999915e+01 4.381000000000000227e+01 1.166999999999999993e+01 5.995700000000000500e+02 6.720999999999999375e+01 3.772400000000000091e+02 1.415000000000000036e+01 6.110000000000000142e+01 1.753999999999999915e+01 1.074000000000000021e+01 7.193000000000000682e+01 1.193400000000000034e+02 1.782000000000000028e+01 8.915999999999999659e+01 6.077400000000000091e+02 1.411519999999999982e+03 3.678000000000000114e+01 3.734499999999999886e+02 1.746000000000000085e+01 3.932000000000000028e+01 2.343799999999999955e+02 3.098999999999999844e+01 1.334619999999999891e+03 6.620399999999999636e+02 1.928300000000000125e+02 3.220000000000000284e+01 5.083399999999999750e+02 4.471999999999999886e+01 5.194500000000000455e+02 1.514730000000000018e+03 5.141200000000000045e+02 2.573840000000000146e+03 5.135599999999999454e+02 1.553999999999999915e+01 7.851000000000000512e+01 2.575400000000000205e+02 1.207000000000000028e+01 4.649200000000000159e+02 3.003999999999999915e+01 2.105999999999999872e+01 1.015000000000000036e+01 2.223999999999999844e+01 1.222190000000000055e+03 7.670999999999999375e+01 1.447599999999999909e+02 3.089900000000000091e+02 1.383899999999999864e+02 5.203700000000000045e+02 9.370999999999999375e+01 3.172799999999999727e+02 8.482899999999999636e+02
8.243000000000000682e+01 8.740000000000000213e+00 3.143000000000000114e+02 2.362500000000000000e+02 2.508899999999999864e+02 1.438000000000000114e+02 2.280000000000000071e+01 1.221400000000000006e+02 1.238299999999999983e+02 1.424799999999999898e+02 1.132839999999999918e+03 1.287199999999999989e+02 2.710600000000000023e+02 2.029600000000000080e+02 6.854000000000000625e+01 2.276000000000000156e+01 1.235119999999999891e+03 1.170319999999999936e+03 3.932999999999999829e+01 2.291000000000000014e+01 1.037970000000000027e+03 1.283999999999999986e+01 4.188500000000000227e+02 1.286999999999999922e+01 1.061490000000000009e+03 6.121100000000000136e+02 4.152799999999999727e+02 1.530000000000000071e+01 3.671999999999999886e+01 2.264999999999999858e+01 1.181000000000000050e+01 3.608299999999999841e+02 1.643199999999999932e+02 5.533500000000000227e+02 1.800000000000000000e+01 5.659000000000000341e+01 2.092000000000000171e+01 5.189000000000000057e+01 3.381000000000000227e+01 1.018599999999999994e+02 1.653000000000000114e+01 2.150000000000000000e+01 7.442000000000000455e+02 1.282160000000000082e+03 3.824000000000000199e+01 4.076100000000000136e+02 1.667999999999999972e+01 2.183999999999999986e+01 2.235500000000000114e+02 3.148000000000000043e+01 1.092170000000000073e+03 3.618500000000000227e+02 2.372199999999999989e+02 5.822999999999999687e+01 7.646599999999999682e+02 3.722999999999999687e+01 4.628399999999999750e+02 1.464890000000000100e+03 3.655799999999999841e+02 2.781719999999999800e+03 5.264400000000000546e+02 2.410000000000000142e+01 2.664499999999999886e+02 2.022899999999999920e+02 1.408000000000000007e+01 6.190599999999999454e+02 5.442000000000000171e+01 1.572000000000000064e+01 1.308999999999999986e+01 3.107000000000000028e+01 1.317089999999999918e+03 1.144800000000000040e+02 7.839999999999999858e+00 1.536500000000000057e+02 1.738899999999999864e+02 6.596000000000000227e+02 9.618000000000000682e+01 3.551299999999999955e+02 6.410499999999999545e+02
3.539300000000000068e+02 7.339999999999999858e+00 3.671000000000000227e+02 3.030600000000000023e+02 4.957500000000000000e+02 1.602199999999999989e+02 3.620000000000000284e+01 1.178100000000000023e+02 1.106899999999999977e+02 3.592999999999999972e+01 1.170859999999999900e+03 1.939300000000000068e+02 3.170099999999999909e+02 2.436399999999999864e+02 2.278000000000000114e+01 1.003999999999999915e+01 7.733099999999999454e+02 1.013769999999999982e+03 6.620000000000000284e+01 1.546000000000000085e+01 8.302500000000000000e+02 2.717000000000000171e+01 5.176499999999999773e+02 2.046999999999999886e+01 1.056339999999999918e+03 6.678200000000000500e+02 5.987000000000000455e+02 2.601999999999999957e+01 2.255000000000000071e+01 9.529999999999999361e+00 3.000000000000000000e+01 3.491399999999999864e+02 1.062800000000000011e+02 6.028300000000000409e+02 9.000000000000000000e+00 1.015000000000000000e+02 3.660000000000000142e+01 1.502999999999999936e+01 1.760000000000000142e+01 3.194000000000000128e+01 4.260999999999999943e+01 2.067000000000000171e+01 5.934099999999999682e+02 1.123720000000000027e+03 6.990000000000000568e+01 3.959399999999999977e+02 3.927000000000000313e+01 1.541000000000000014e+01 2.739599999999999795e+02 1.798000000000000043e+01 1.112900000000000091e+03 2.746499999999999773e+02 1.337199999999999989e+02 6.879000000000000625e+01 8.811900000000000546e+02 1.696500000000000057e+02 3.446999999999999886e+02 9.353700000000000045e+02 4.267099999999999795e+02 2.861809999999999945e+03 2.436299999999999955e+02 1.917999999999999972e+01 7.002599999999999909e+02 4.904599999999999795e+02 1.957999999999999829e+01 4.720699999999999932e+02 1.226999999999999957e+01 1.628000000000000114e+01 1.288000000000000078e+01 6.352000000000000313e+01 1.159859999999999900e+03 5.193999999999999773e+01 7.219999999999999751e+00 1.917599999999999909e+02 6.392000000000000171e+01 5.874500000000000455e+02 1.296800000000000068e+02 2.735500000000000114e+02 3.700500000000000114e+02
5.921599999999999682e+02 8.250000000000000000e+00 3.326899999999999977e+02 1.632800000000000011e+02 4.374800000000000182e+02 1.412400000000000091e+02 5.406000000000000227e+01 2.914800000000000182e+02 4.346999999999999886e+01 2.694999999999999929e+01 1.366990000000000009e+03 6.462999999999999545e+01 3.183500000000000227e+02 2.550900000000000034e+02 2.173999999999999844e+01 1.500999999999999979e+01 9.080900000000000318e+02 8.219199999999999591e+02 1.405000000000000000e+02 3.807999999999999829e+01 5.658200000000000500e+02 2.614000000000000057e+01 3.079300000000000068e+02 2.798000000000000043e+01 8.251100000000000136e+02 4.870899999999999750e+02 6.714099999999999682e+02 7.995999999999999375e+01 1.433000000000000007e+01 2.219999999999999929e+01 2.067000000000000171e+01 2.335800000000000125e+02 1.088900000000000006e+02 6.870099999999999909e+02 5.735999999999999943e+01 1.232500000000000000e+02 1.721000000000000085e+01 2.553999999999999915e+01 3.091000000000000014e+01 4.289000000000000057e+01 2.066000000000000014e+01 1.447000000000000064e+01 3.822099999999999795e+02 1.165819999999999936e+03 5.221000000000000085e+01 3.078700000000000045e+02 9.009999999999999432e+01 1.708999999999999986e+01 2.913500000000000227e+02 1.282000000000000028e+01 1.199059999999999945e+03 2.619800000000000182e+02 1.190799999999999983e+02 2.616000000000000014e+01 8.305700000000000500e+02 3.208899999999999864e+02 5.075000000000000000e+01 6.898200000000000500e+02 4.097099999999999795e+02 2.831550000000000182e+03 4.252699999999999818e+02 3.767000000000000171e+01 1.389279999999999973e+03 3.172099999999999795e+02 9.660000000000000142e+00 4.301800000000000068e+02 2.373000000000000043e+01 1.842999999999999972e+01 1.333000000000000007e+01 1.583000000000000007e+01 9.444299999999999500e+02 1.511999999999999922e+01 7.660000000000000142e+00 6.234000000000000341e+01 2.421800000000000068e+02 6.072799999999999727e+02 5.535999999999999943e+01 3.192799999999999727e+02 3.388000000000000114e+02
5.024700000000000273e+02 2.030000000000000071e+01 1.344799999999999898e+02 9.601000000000000512e+01 3.838799999999999955e+02 4.460999999999999943e+01 2.451999999999999957e+01 2.961600000000000250e+02 7.795000000000000284e+01 1.428999999999999915e+01 1.295140000000000100e+03 1.612000000000000099e+01 2.430699999999999932e+02 2.183600000000000136e+02 1.021000000000000085e+01 5.243999999999999773e+01 8.274900000000000091e+02 1.045440000000000055e+03 6.431000000000000227e+01 2.080999999999999872e+01 5.113899999999999864e+02 2.464999999999999858e+01 3.539700000000000273e+02 1.293999999999999950e+01 9.765499999999999545e+02 5.389600000000000364e+02 1.046460000000000036e+03 9.103000000000000114e+01 7.507999999999999829e+01 2.567999999999999972e+01 5.189999999999999858e+01 9.701000000000000512e+01 1.450900000000000034e+02 5.589900000000000091e+02 1.017999999999999972e+01 2.103000000000000114e+01 2.816000000000000014e+01 2.460000000000000142e+01 1.201999999999999957e+01 3.200999999999999801e+01 2.280000000000000071e+01 1.953000000000000114e+01 3.019200000000000159e+02 1.221380000000000109e+03 4.504200000000000159e+02 4.031299999999999955e+02 1.694999999999999929e+01 3.782000000000000028e+01 2.996000000000000227e+02 2.489000000000000057e+01 1.029319999999999936e+03 2.008499999999999943e+02 8.590000000000000568e+01 9.023000000000000398e+01 1.264299999999999955e+03 4.671999999999999886e+02 1.338000000000000078e+01 4.438500000000000227e+02 4.004900000000000091e+02 2.551349999999999909e+03 3.388700000000000045e+02 1.896999999999999886e+01 1.108259999999999991e+03 3.580099999999999909e+02 1.894000000000000128e+01 5.132599999999999909e+02 2.896000000000000085e+01 4.984000000000000341e+01 9.519999999999999574e+00 2.500000000000000000e+01 8.232999999999999545e+02 5.617999999999999972e+01 2.312999999999999901e+01 1.674099999999999966e+02 4.360999999999999943e+01 6.153400000000000318e+02 6.365999999999999659e+01 2.861700000000000159e+02 2.389600000000000080e+02
