2.507000000000000028e+01 9.591699999999999591e+02 3.060999999999999943e+01 1.177029999999999973e+03 2.485900000000000034e+02 1.158170000000000073e+03 2.000500000000000114e+02 1.587869999999999891e+03 6.323400000000000318e+02 1.557920000000000073e+03 3.055099999999999909e+02 3.714700000000000273e+02 5.599800000000000182e+02 1.972500000000000000e+02 5.592000000000000171e+01 1.023019999999999982e+03 5.876599999999999682e+02 6.609700000000000273e+02 8.960000000000000853e+00 1.038109999999999900e+03 4.769800000000000182e+02 1.758999999999999986e+01 2.948000000000000043e+01 7.490999999999999659e+01 2.706299999999999955e+02 3.748399999999999750e+02 1.798799999999999955e+02 2.787999999999999901e+01 2.983700000000000045e+02 1.213700000000000045e+03 2.380000000000000071e+01 5.399000000000000199e+01 2.378100000000000023e+02 2.491399999999999864e+02 1.405000000000000071e+01 2.112999999999999901e+01 1.032000000000000028e+01 1.349000000000000021e+01 1.184519999999999982e+03 1.362199999999999989e+02 4.580500000000000114e+02 2.349199999999999875e+02 2.088400000000000034e+02 6.191499999999999773e+02 1.704600000000000080e+02 2.072170000000000073e+03 5.264999999999999858e+01 5.296100000000000136e+02 6.282200000000000273e+02 2.026000000000000156e+01 8.520199999999999818e+02 5.845000000000000284e+01 4.135699999999999932e+02 1.148199999999999932e+02 6.113000000000000256e+01 1.381299999999999955e+02 2.119999999999999929e+01 3.689900000000000091e+02 1.027500000000000000e+02 5.837300000000000182e+02 4.562300000000000182e+02 1.680900000000000034e+02 2.658999999999999773e+02 1.227839999999999918e+03 1.639999999999999858e+01 4.655799999999999841e+02 2.089999999999999858e+01 1.753999999999999915e+01 6.520000000000000284e+01 1.334910000000000082e+03 6.695999999999999375e+01 3.596800000000000068e+02 1.726000000000000156e+01 1.494319999999999936e+03 3.431000000000000227e+01
1.635999999999999943e+01 7.565599999999999454e+02 0.000000000000000000e+00 1.895690000000000055e+03 3.714999999999999858e+01 8.400399999999999636e+02 3.570699999999999932e+02 1.019820000000000050e+03 7.160399999999999636e+02 1.625230000000000018e+03 1.764000000000000057e+02 3.621700000000000159e+02 3.310299999999999727e+02 3.610000000000000142e+01 3.127200000000000273e+02 1.242089999999999918e+03 7.726200000000000045e+02 1.047480000000000018e+03 1.701000000000000156e+01 1.152279999999999973e+03 3.524300000000000068e+02 1.223000000000000043e+01 3.155999999999999872e+01 2.465800000000000125e+02 2.299000000000000057e+02 3.368000000000000114e+02 4.076800000000000068e+02 1.019000000000000057e+02 1.908899999999999864e+02 1.248609999999999900e+03 1.463000000000000078e+01 1.491999999999999993e+01 1.426200000000000045e+02 3.026100000000000136e+02 5.582999999999999829e+01 2.525000000000000000e+01 7.640999999999999659e+01 4.335000000000000142e+01 1.408039999999999964e+03 1.004099999999999966e+02 5.007699999999999818e+02 2.235300000000000011e+02 4.388399999999999750e+02 4.403100000000000023e+02 1.642899999999999920e+02 2.286159999999999854e+03 7.937000000000000455e+01 3.892500000000000000e+02 4.989300000000000068e+02 3.906000000000000227e+01 7.847200000000000273e+02 1.367299999999999898e+02 4.471700000000000159e+02 4.500999999999999801e+01 1.639999999999999858e+01 1.093900000000000006e+02 2.460000000000000142e+01 4.491399999999999864e+02 1.341200000000000045e+02 4.109700000000000273e+02 8.029700000000000273e+02 2.176299999999999955e+02 5.034200000000000159e+02 1.296940000000000055e+03 2.873999999999999844e+01 2.274799999999999898e+02 5.578999999999999915e+01 1.051999999999999957e+01 3.559000000000000341e+01 1.411220000000000027e+03 9.340999999999999659e+01 1.351699999999999875e+02 9.099999999999999645e+00 1.241069999999999936e+03 3.293999999999999773e+01
3.410999999999999943e+01 6.333700000000000045e+02 7.693999999999999773e+01 2.348650000000000091e+03 3.393100000000000023e+02 1.182119999999999891e+03 2.581600000000000250e+02 8.837599999999999909e+02 4.894100000000000250e+02 1.283529999999999973e+03 2.134499999999999886e+02 4.325699999999999932e+02 5.099700000000000273e+02 3.902000000000000313e+01 3.644599999999999795e+02 1.396000000000000000e+03 1.959900000000000091e+02 1.054500000000000000e+03 2.355000000000000071e+01 1.305460000000000036e+03 5.408700000000000045e+02 1.782000000000000028e+01 3.733999999999999773e+02 2.324000000000000057e+02 1.885999999999999943e+02 4.462200000000000273e+02 5.726100000000000136e+02 1.067199999999999989e+02 1.364900000000000091e+02 1.247430000000000064e+03 3.453999999999999915e+01 2.489000000000000057e+01 1.111500000000000057e+02 1.645300000000000011e+02 2.130999999999999872e+01 1.967999999999999972e+01 8.981000000000000227e+01 4.436999999999999744e+01 1.179759999999999991e+03 9.834000000000000341e+01 7.465900000000000318e+02 2.311500000000000057e+02 7.674900000000000091e+02 3.755400000000000205e+02 4.417900000000000205e+02 2.097559999999999945e+03 5.467000000000000171e+01 5.012500000000000000e+02 6.798999999999999773e+02 3.023000000000000043e+01 5.289099999999999682e+02 3.364000000000000057e+01 2.882500000000000000e+02 8.668999999999999773e+01 1.812999999999999901e+01 4.113000000000000256e+01 1.701000000000000156e+01 1.601100000000000136e+02 1.400399999999999920e+02 2.934900000000000091e+02 6.481599999999999682e+02 1.801899999999999977e+02 2.446800000000000068e+02 1.208059999999999945e+03 7.584000000000000341e+01 4.797400000000000091e+02 2.464999999999999858e+01 2.466000000000000014e+01 3.600000000000000000e+01 9.383600000000000136e+02 5.421000000000000085e+01 1.390399999999999920e+02 2.364999999999999858e+01 1.670849999999999909e+03 1.835000000000000142e+01
2.776999999999999957e+01 5.642200000000000273e+02 5.050000000000000000e+01 2.666389999999999873e+03 1.349900000000000091e+02 7.771900000000000546e+02 2.015200000000000102e+02 9.426599999999999682e+02 2.338499999999999943e+02 1.568259999999999991e+03 1.154200000000000017e+02 3.116100000000000136e+02 5.454900000000000091e+02 2.528999999999999915e+01 6.351900000000000546e+02 1.014970000000000027e+03 3.735999999999999943e+01 1.079680000000000064e+03 4.352000000000000313e+01 1.408430000000000064e+03 5.264500000000000455e+02 1.582000000000000028e+01 4.268299999999999841e+02 6.194099999999999682e+02 6.893000000000000682e+01 7.353099999999999454e+02 5.227300000000000182e+02 4.224900000000000091e+02 2.618700000000000045e+02 1.034599999999999909e+03 1.210999999999999943e+01 6.551000000000000512e+01 1.428300000000000125e+02 1.749099999999999966e+02 7.200000000000000178e+00 0.000000000000000000e+00 1.323100000000000023e+02 8.303000000000000114e+01 1.482960000000000036e+03 5.122999999999999687e+01 5.992799999999999727e+02 2.149199999999999875e+02 6.986599999999999682e+02 4.167500000000000000e+02 4.143100000000000023e+02 2.162670000000000073e+03 4.028999999999999915e+01 5.946900000000000546e+02 6.889299999999999500e+02 1.494999999999999929e+01 7.685700000000000500e+02 1.969000000000000128e+01 4.201399999999999864e+02 1.647199999999999989e+02 4.857999999999999829e+01 1.666899999999999977e+02 1.805000000000000071e+01 2.095099999999999909e+02 1.383799999999999955e+02 1.915800000000000125e+02 5.997799999999999727e+02 1.524600000000000080e+02 6.574800000000000182e+02 1.190640000000000100e+03 3.222999999999999687e+01 3.622099999999999795e+02 1.667000000000000171e+01 1.939000000000000057e+01 1.033999999999999986e+01 8.848799999999999955e+02 1.366999999999999993e+01 5.682000000000000028e+01 1.428999999999999915e+01 1.517690000000000055e+03 2.069999999999999929e+01
2.460999999999999943e+01 4.623700000000000045e+02 3.624000000000000199e+01 2.209420000000000073e+03 4.747099999999999795e+02 6.061900000000000546e+02 2.463100000000000023e+02 9.310000000000000000e+02 3.540000000000000000e+02 1.440480000000000018e+03 1.614799999999999898e+02 3.670799999999999841e+02 8.095700000000000500e+02 1.551999999999999957e+01 5.845199999999999818e+02 1.306460000000000036e+03 1.416999999999999993e+01 7.925099999999999909e+02 1.389000000000000057e+01 1.031779999999999973e+03 6.314900000000000091e+02 3.732999999999999829e+01 4.484100000000000250e+02 7.408700000000000045e+02 3.702000000000000313e+01 1.346559999999999945e+03 6.680599999999999454e+02 5.092699999999999818e+02 2.940600000000000023e+02 1.127349999999999909e+03 1.394999999999999929e+01 2.223799999999999955e+02 1.329600000000000080e+02 4.327400000000000091e+02 3.984000000000000341e+01 2.041399999999999864e+02 4.331100000000000136e+02 1.366999999999999993e+01 1.740210000000000036e+03 3.535000000000000142e+01 8.226399999999999864e+02 1.406699999999999875e+02 6.049900000000000091e+02 5.072599999999999909e+02 3.504700000000000273e+02 2.451519999999999982e+03 9.462000000000000455e+01 6.966599999999999682e+02 8.627400000000000091e+02 1.524000000000000021e+01 6.345499999999999545e+02 1.664999999999999858e+01 1.217099999999999937e+02 2.477599999999999909e+02 1.003400000000000034e+02 1.237999999999999972e+02 9.179999999999999716e+00 1.007199999999999989e+02 1.649300000000000068e+02 2.850500000000000114e+02 5.612000000000000455e+02 9.090000000000000568e+01 8.353700000000000045e+02 9.351699999999999591e+02 4.902000000000000313e+01 5.862100000000000364e+02 2.139000000000000057e+01 7.250000000000000000e+01 3.652000000000000313e+01 8.845599999999999454e+02 1.717999999999999972e+01 6.612000000000000455e+01 2.603000000000000114e+01 1.428980000000000018e+03 9.829000000000000625e+01
1.306000000000000050e+01 3.127500000000000000e+02 4.556000000000000227e+01 1.806170000000000073e+03 5.332000000000000028e+01 2.185500000000000114e+02 1.432400000000000091e+02 5.646499999999999773e+02 1.007900000000000063e+02 1.089900000000000091e+03 2.632300000000000182e+02 3.445400000000000205e+02 7.331799999999999500e+02 8.806000000000000227e+01 4.189900000000000091e+02 9.521200000000000045e+02 8.954999999999999716e+01 6.468500000000000227e+02 2.198999999999999844e+01 7.719600000000000364e+02 7.510099999999999909e+02 2.369000000000000128e+01 5.529700000000000273e+02 1.194279999999999973e+03 1.452999999999999936e+01 1.337880000000000109e+03 5.757799999999999727e+02 5.177500000000000000e+02 1.431399999999999864e+02 9.840399999999999636e+02 1.431000000000000050e+01 2.584300000000000068e+02 2.376999999999999886e+02 5.280399999999999636e+02 4.240999999999999659e+01 4.760099999999999909e+02 4.193999999999999773e+02 6.000000000000000000e+00 1.445779999999999973e+03 3.760999999999999943e+01 7.955700000000000500e+02 1.025400000000000063e+02 6.996399999999999864e+02 6.032699999999999818e+02 3.710199999999999818e+02 2.288530000000000200e+03 1.797400000000000091e+02 4.573700000000000045e+02 6.548500000000000227e+02 3.856000000000000227e+01 8.524600000000000364e+02 2.069999999999999929e+01 1.786599999999999966e+02 1.600000000000000000e+02 1.852299999999999898e+02 6.007000000000000028e+01 2.307999999999999829e+01 2.356100000000000136e+02 2.082800000000000011e+02 2.361100000000000136e+02 4.080899999999999750e+02 1.786500000000000057e+02 9.445499999999999545e+02 1.029130000000000109e+03 1.880000000000000071e+01 6.709199999999999591e+02 3.634000000000000341e+01 1.866000000000000014e+01 2.096000000000000085e+01 9.333099999999999454e+02 1.987999999999999901e+01 1.785999999999999943e+01 4.003000000000000114e+01 1.158420000000000073e+03 3.060199999999999818e+02
2.271000000000000085e+01 4.560199999999999818e+02 4.067999999999999972e+01 1.758279999999999973e+03 2.235800000000000125e+02 1.855699999999999932e+02 2.730999999999999872e+01 3.738000000000000256e+01 3.483199999999999932e+02 1.064299999999999955e+03 2.307800000000000011e+02 3.242500000000000000e+02 7.961399999999999864e+02 7.299999999999999822e+00 4.696999999999999886e+02 8.933600000000000136e+02 1.939999999999999858e+01 5.881699999999999591e+02 2.948000000000000043e+01 6.352899999999999636e+02 8.018300000000000409e+02 2.848999999999999844e+01 7.142599999999999909e+02 1.097579999999999927e+03 1.969999999999999929e+01 1.214490000000000009e+03 6.120299999999999727e+02 5.802100000000000364e+02 1.821899999999999977e+02 6.983500000000000227e+02 1.083000000000000007e+01 3.923399999999999750e+02 8.373000000000000398e+01 4.280400000000000205e+02 4.020000000000000284e+01 5.277599999999999909e+02 4.168799999999999955e+02 2.523999999999999844e+01 1.536440000000000055e+03 1.425999999999999979e+01 1.238319999999999936e+03 1.883000000000000114e+02 9.388799999999999955e+02 6.595299999999999727e+02 4.471399999999999864e+02 2.046119999999999891e+03 4.128999999999999773e+02 5.080600000000000023e+02 6.402899999999999636e+02 1.587800000000000011e+02 6.433099999999999454e+02 1.060600000000000023e+02 1.017199999999999989e+02 1.193199999999999932e+02 1.997199999999999989e+02 5.157000000000000028e+01 3.060000000000000142e+01 6.942000000000000171e+01 2.827200000000000273e+02 2.007899999999999920e+02 4.542900000000000205e+02 5.225999999999999801e+01 6.984299999999999500e+02 1.285029999999999973e+03 3.486999999999999744e+01 6.050900000000000318e+02 1.989000000000000057e+01 8.689999999999999503e+00 7.389999999999999680e+00 6.260700000000000500e+02 3.856000000000000227e+01 7.856000000000000227e+01 2.564000000000000057e+01 1.347410000000000082e+03 5.662200000000000273e+02
2.460999999999999943e+01 5.105899999999999750e+02 1.835999999999999943e+01 1.651789999999999964e+03 1.730200000000000102e+02 3.750000000000000000e+01 4.957999999999999829e+01 3.689000000000000057e+01 5.982999999999999829e+01 6.064299999999999500e+02 3.652900000000000205e+02 3.671000000000000227e+02 1.038319999999999936e+03 6.646999999999999886e+01 3.808999999999999773e+02 1.181170000000000073e+03 6.765999999999999659e+01 5.232599999999999909e+02 1.732000000000000028e+01 6.676000000000000512e+01 4.389599999999999795e+02 2.717000000000000171e+01 8.311200000000000045e+02 1.024809999999999945e+03 2.366000000000000014e+01 1.050150000000000091e+03 3.173600000000000136e+02 3.969599999999999795e+02 1.670999999999999943e+02 6.728700000000000045e+02 2.405000000000000071e+01 3.087900000000000205e+02 1.150000000000000000e+02 6.485499999999999545e+02 1.664999999999999858e+01 7.671499999999999773e+02 5.125800000000000409e+02 2.176999999999999957e+01 1.258839999999999918e+03 4.064000000000000057e+01 1.385819999999999936e+03 1.291000000000000014e+01 1.229150000000000091e+03 7.090599999999999454e+02 3.486100000000000136e+02 2.006490000000000009e+03 8.400399999999999636e+02 3.507300000000000182e+02 5.893999999999999773e+02 3.817999999999999972e+01 5.110799999999999841e+02 3.237300000000000182e+02 2.255999999999999872e+01 3.465999999999999659e+01 2.162899999999999920e+02 2.364999999999999858e+01 2.403000000000000114e+01 1.038000000000000078e+01 4.662699999999999818e+02 1.513700000000000045e+02 4.595199999999999818e+02 1.959399999999999977e+02 1.054579999999999927e+03 1.247490000000000009e+03 2.591000000000000014e+01 2.424900000000000091e+02 1.550000000000000000e+01 2.917000000000000171e+01 2.001999999999999957e+01 4.033500000000000227e+02 1.553999999999999915e+01 1.016800000000000068e+02 1.468999999999999950e+01 8.147300000000000182e+02 7.297100000000000364e+02
3.459000000000000341e+01 5.621200000000000045e+02 9.154000000000000625e+01 1.225579999999999927e+03 9.993000000000000682e+01 2.832999999999999829e+01 3.781000000000000227e+01 1.846000000000000085e+01 3.364999999999999858e+01 4.163999999999999773e+02 3.161800000000000068e+02 2.318400000000000034e+02 1.090470000000000027e+03 1.662999999999999901e+01 2.069600000000000080e+02 1.142160000000000082e+03 3.968999999999999773e+01 4.165400000000000205e+02 2.835000000000000142e+01 2.859599999999999795e+02 3.699700000000000273e+02 1.264000000000000057e+01 9.360700000000000500e+02 9.103899999999999864e+02 1.327999999999999936e+01 6.810700000000000500e+02 3.680000000000000000e+02 3.411499999999999773e+02 1.649499999999999886e+02 5.322500000000000000e+02 1.932000000000000028e+01 5.431299999999999955e+02 4.840999999999999659e+01 8.335099999999999909e+02 2.287000000000000099e+01 7.140099999999999909e+02 2.900199999999999818e+02 4.053000000000000114e+01 1.499069999999999936e+03 2.455000000000000071e+01 1.368950000000000045e+03 1.660999999999999943e+01 1.113460000000000036e+03 9.015000000000000000e+02 3.565699999999999932e+02 2.279039999999999964e+03 1.046220000000000027e+03 5.762999999999999545e+02 7.404800000000000182e+02 7.948999999999999488e+01 5.675800000000000409e+02 3.788600000000000136e+02 2.648000000000000043e+01 8.251999999999999602e+01 9.823999999999999488e+01 6.214999999999999858e+01 1.340000000000000036e+01 4.075000000000000000e+01 5.920599999999999454e+02 3.852000000000000313e+01 4.252400000000000091e+02 1.327599999999999909e+02 1.146509999999999991e+03 7.613999999999999773e+02 2.017999999999999972e+01 2.165399999999999920e+02 4.110999999999999943e+01 2.487000000000000099e+01 2.989999999999999858e+01 3.786800000000000068e+02 2.842000000000000171e+01 1.976000000000000156e+01 1.637000000000000099e+01 9.907500000000000000e+02 7.088300000000000409e+02
2.035999999999999943e+01 7.246299999999999955e+02 1.753000000000000114e+01 1.308160000000000082e+03 6.718999999999999773e+01 3.742999999999999972e+01 4.164000000000000057e+01 1.425000000000000000e+01 4.785999999999999943e+01 1.697700000000000102e+02 2.691700000000000159e+02 1.032999999999999972e+02 8.500900000000000318e+02 2.366000000000000014e+01 4.249800000000000182e+02 8.745499999999999545e+02 2.523000000000000043e+01 2.946299999999999955e+02 2.482999999999999829e+01 4.246499999999999773e+02 3.031600000000000250e+02 2.344000000000000128e+01 1.154490000000000009e+03 1.025440000000000055e+03 1.461999999999999922e+01 7.852599999999999909e+02 3.239399999999999977e+02 2.943100000000000023e+02 8.993999999999999773e+01 4.433500000000000227e+02 4.777000000000000313e+01 7.719700000000000273e+02 1.123599999999999994e+02 9.883899999999999864e+02 2.980999999999999872e+01 1.037910000000000082e+03 3.841700000000000159e+02 2.057999999999999829e+01 1.471759999999999991e+03 2.773000000000000043e+01 1.307019999999999982e+03 9.029999999999999361e+00 9.947300000000000182e+02 9.272699999999999818e+02 2.770299999999999727e+02 2.353409999999999854e+03 9.522599999999999909e+02 2.287400000000000091e+02 6.872500000000000000e+02 8.915000000000000568e+01 4.475899999999999750e+02 5.558400000000000318e+02 1.428999999999999915e+01 7.626000000000000512e+01 9.340999999999999659e+01 4.961600000000000250e+02 1.022000000000000064e+01 3.676700000000000159e+02 4.072300000000000182e+02 1.071400000000000006e+02 3.283700000000000045e+02 4.317000000000000171e+01 1.042680000000000064e+03 7.347300000000000182e+02 1.705000000000000071e+01 1.975900000000000034e+02 1.996999999999999886e+01 1.464000000000000057e+01 4.939000000000000057e+01 2.417100000000000080e+02 1.291999999999999993e+01 2.960999999999999943e+01 7.445000000000000284e+01 1.141109999999999900e+03 6.675399999999999636e+02
